n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
372,-87.1426,[4.8638 -4.9032 ],[0.0012 -0.0012 ],0.0016,[-0.4659 0.4659 ],0.6589,0.0025,128.0000,0.0100
373,-87.1437,[4.8650 -4.9044 ],[0.0012 -0.0012 ],0.0016,[-0.4613 0.4613 ],0.6523,0.0025,128.0000,0.0100
374,-87.1447,[4.8661 -4.9055 ],[0.0011 -0.0011 ],0.0016,[-0.4567 0.4567 ],0.6458,0.0025,128.0000,0.0100
375,-87.1458,[4.8673 -4.9067 ],[0.0011 -0.0011 ],0.0016,[-0.4521 0.4521 ],0.6394,0.0025,128.0000,0.0100
376,-87.1468,[4.8684 -4.9078 ],[0.0011 -0.0011 ],0.0016,[-0.4476 0.4476 ],0.6330,0.0025,128.0000,0.0100
377,-87.1478,[4.8695 -4.9089 ],[0.0011 -0.0011 ],0.0016,[-0.4431 0.4431 ],0.6266,0.0025,128.0000,0.0100
378,-87.1487,[4.8706 -4.9100 ],[0.0011 -0.0011 ],0.0016,[-0.4387 0.4387 ],0.6204,0.0025,128.0000,0.0100
379,-87.1497,[4.8717 -4.9111 ],[0.0011 -0.0011 ],0.0015,[-0.4343 0.4343 ],0.6142,0.0025,128.0000,0.0100
380,-87.1506,[4.8728 -4.9122 ],[0.0011 -0.0011 ],0.0015,[-0.4299 0.4299 ],0.6080,0.0025,128.0000,0.0100
381,-87.1516,[4.8739 -4.9133 ],[0.0011 -0.0011 ],0.0015,[-0.4256 0.4256 ],0.6019,0.0025,128.0000,0.0100
382,-87.1525,[4.8750 -4.9143 ],[0.0011 -0.0011 ],0.0015,[-0.4214 0.4214 ],0.5959,0.0025,128.0000,0.0100
383,-87.1533,[4.8760 -4.9154 ],[0.0010 -0.0010 ],0.0015,[-0.4172 0.4172 ],0.5900,0.0025,128.0000,0.0100
384,-87.1542,[4.8771 -4.9164 ],[0.0010 -0.0010 ],0.0015,[-0.4130 0.4130 ],0.5841,0.0025,128.0000,0.0100
385,-87.1551,[4.8781 -4.9175 ],[0.0010 -0.0010 ],0.0014,[-0.4089 0.4089 ],0.5782,0.0025,128.0000,0.0100
386,-87.1559,[4.8791 -4.9185 ],[0.0010 -0.0010 ],0.0014,[-0.4048 0.4048 ],0.5724,0.0025,128.0000,0.0100
387,-87.1567,[4.8801 -4.9195 ],[0.0010 -0.0010 ],0.0014,[-0.4007 0.4007 ],0.5667,0.0025,128.0000,0.0100
388,-87.1575,[4.8811 -4.9205 ],[0.0010 -0.0010 ],0.0014,[-0.3967 0.3967 ],0.5610,0.0025,128.0000,0.0100
389,-87.1583,[4.8821 -4.9215 ],[0.0010 -0.0010 ],0.0014,[-0.3928 0.3928 ],0.5554,0.0025,128.0000,0.0100
390,-87.1591,[4.8831 -4.9225 ],[0.0010 -0.0010 ],0.0014,[-0.3888 0.3888 ],0.5499,0.0025,128.0000,0.0100
391,-87.1598,[4.8841 -4.9235 ],[0.0010 -0.0010 ],0.0014,[-0.3849 0.3849 ],0.5444,0.0025,128.0000,0.0100
392,-87.1605,[4.8850 -4.9244 ],[0.0010 -0.0010 ],0.0013,[-0.3811 0.3811 ],0.5389,0.0025,128.0000,0.0100
393,-87.1613,[4.8860 -4.9254 ],[0.0009 -0.0009 ],0.0013,[-0.3773 0.3773 ],0.5336,0.0025,128.0000,0.0100
394,-87.1620,[4.8869 -4.9263 ],[0.0009 -0.0009 ],0.0013,[-0.3735 0.3735 ],0.5282,0.0025,128.0000,0.0100
395,-87.1627,[4.8879 -4.9272 ],[0.0009 -0.0009 ],0.0013,[-0.3698 0.3698 ],0.5229,0.0025,128.0000,0.0100
396,-87.1633,[4.8888 -4.9282 ],[0.0009 -0.0009 ],0.0013,[-0.3661 0.3661 ],0.5177,0.0025,128.0000,0.0100
397,-87.1640,[4.8897 -4.9291 ],[0.0009 -0.0009 ],0.0013,[-0.3624 0.3624 ],0.5125,0.0025,128.0000,0.0100
398,-87.1647,[4.8906 -4.9300 ],[0.0009 -0.0009 ],0.0013,[-0.3588 0.3588 ],0.5074,0.0025,128.0000,0.0100
399,-87.1653,[4.8915 -4.9309 ],[0.0009 -0.0009 ],0.0013,[-0.3552 0.3552 ],0.5023,0.0025,128.0000,0.0100
400,-87.1659,[4.8924 -4.9318 ],[0.0009 -0.0009 ],0.0012,[-0.3516 0.3516 ],0.4973,0.0025,128.0000,0.0100
401,-87.1666,[4.8933 -4.9327 ],[0.0009 -0.0009 ],0.0012,[-0.3481 0.3481 ],0.4923,0.0025,128.0000,0.0100
402,-87.1672,[4.8942 -4.9335 ],[0.0009 -0.0009 ],0.0012,[-0.3447 0.3447 ],0.4874,0.0025,128.0000,0.0100
403,-87.1677,[4.8950 -4.9344 ],[0.0009 -0.0009 ],0.0012,[-0.3412 0.3412 ],0.4825,0.0025,128.0000,0.0100
404,-87.1683,[4.8959 -4.9352 ],[0.0008 -0.0008 ],0.0012,[-0.3378 0.3378 ],0.4777,0.0025,128.0000,0.0100
405,-87.1689,[4.8967 -4.9361 ],[0.0008 -0.0008 ],0.0012,[-0.3344 0.3344 ],0.4729,0.0025,128.0000,0.0100
406,-87.1694,[4.8975 -4.9369 ],[0.0008 -0.0008 ],0.0012,[-0.3311 0.3311 ],0.4682,0.0025,128.0000,0.0100
407,-87.1700,[4.8984 -4.9377 ],[0.0008 -0.0008 ],0.0012,[-0.3278 0.3278 ],0.4635,0.0025,128.0000,0.0100
408,-87.1705,[4.8992 -4.9386 ],[0.0008 -0.0008 ],0.0011,[-0.3245 0.3245 ],0.4589,0.0025,128.0000,0.0100
409,-87.1711,[4.9000 -4.9394 ],[0.0008 -0.0008 ],0.0011,[-0.3212 0.3212 ],0.4543,0.0025,128.0000,0.0100
410,-87.1716,[4.9008 -4.9402 ],[0.0008 -0.0008 ],0.0011,[-0.3180 0.3180 ],0.4498,0.0025,128.0000,0.0100
411,-87.1721,[4.9016 -4.9410 ],[0.0008 -0.0008 ],0.0011,[-0.3148 0.3148 ],0.4453,0.0025,128.0000,0.0100
412,-87.1726,[4.9024 -4.9418 ],[0.0008 -0.0008 ],0.0011,[-0.3117 0.3117 ],0.4408,0.0025,128.0000,0.0100
413,-87.1730,[4.9032 -4.9425 ],[0.0008 -0.0008 ],0.0011,[-0.3086 0.3086 ],0.4364,0.0025,128.0000,0.0100
414,-87.1735,[4.9039 -4.9433 ],[0.0008 -0.0008 ],0.0011,[-0.3055 0.3055 ],0.4320,0.0025,128.0000,0.0100
415,-87.1740,[4.9047 -4.9441 ],[0.0008 -0.0008 ],0.0011,[-0.3024 0.3024 ],0.4277,0.0025,128.0000,0.0100
416,-87.1744,[4.9055 -4.9448 ],[0.0007 -0.0007 ],0.0011,[-0.2994 0.2994 ],0.4234,0.0025,128.0000,0.0100
417,-87.1749,[4.9062 -4.9456 ],[0.0007 -0.0007 ],0.0010,[-0.2964 0.2964 ],0.4192,0.0025,128.0000,0.0100
418,-87.1753,[4.9070 -4.9463 ],[0.0007 -0.0007 ],0.0010,[-0.2935 0.2935 ],0.4150,0.0025,128.0000,0.0100
419,-87.1757,[4.9077 -4.9471 ],[0.0007 -0.0007 ],0.0010,[-0.2905 0.2905 ],0.4109,0.0025,128.0000,0.0100
420,-87.1762,[4.9084 -4.9478 ],[0.0007 -0.0007 ],0.0010,[-0.2876 0.2876 ],0.4068,0.0025,128.0000,0.0100
421,-87.1766,[4.9091 -4.9485 ],[0.0007 -0.0007 ],0.0010,[-0.2847 0.2847 ],0.4027,0.0025,128.0000,0.0100
422,-87.1770,[4.9098 -4.9492 ],[0.0007 -0.0007 ],0.0010,[-0.2819 0.2819 ],0.3987,0.0025,128.0000,0.0100
423,-87.1774,[4.9105 -4.9499 ],[0.0007 -0.0007 ],0.0010,[-0.2791 0.2791 ],0.3947,0.0025,128.0000,0.0100
424,-87.1778,[4.9112 -4.9506 ],[0.0007 -0.0007 ],0.0010,[-0.2763 0.2763 ],0.3907,0.0025,128.0000,0.0100
425,-87.1781,[4.9119 -4.9513 ],[0.0007 -0.0007 ],0.0010,[-0.2735 0.2735 ],0.3868,0.0025,128.0000,0.0100
426,-87.1785,[4.9126 -4.9520 ],[0.0007 -0.0007 ],0.0010,[-0.2708 0.2708 ],0.3829,0.0025,128.0000,0.0100
427,-87.1789,[4.9133 -4.9527 ],[0.0007 -0.0007 ],0.0009,[-0.2681 0.2681 ],0.3791,0.0025,128.0000,0.0100
428,-87.1792,[4.9140 -4.9533 ],[0.0007 -0.0007 ],0.0009,[-0.2654 0.2654 ],0.3753,0.0025,128.0000,0.0100
429,-87.1796,[4.9146 -4.9540 ],[0.0007 -0.0007 ],0.0009,[-0.2627 0.2627 ],0.3716,0.0025,128.0000,0.0100
430,-87.1799,[4.9153 -4.9547 ],[0.0007 -0.0007 ],0.0009,[-0.2601 0.2601 ],0.3679,0.0025,128.0000,0.0100
431,-87.1803,[4.9159 -4.9553 ],[0.0006 -0.0006 ],0.0009,[-0.2575 0.2575 ],0.3642,0.0025,128.0000,0.0100
432,-87.1806,[4.9166 -4.9560 ],[0.0006 -0.0006 ],0.0009,[-0.2549 0.2549 ],0.3605,0.0025,128.0000,0.0100
433,-87.1809,[4.9172 -4.9566 ],[0.0006 -0.0006 ],0.0009,[-0.2524 0.2524 ],0.3569,0.0025,128.0000,0.0100
434,-87.1812,[4.9178 -4.9572 ],[0.0006 -0.0006 ],0.0009,[-0.2499 0.2499 ],0.3534,0.0025,128.0000,0.0100
435,-87.1816,[4.9185 -4.9578 ],[0.0006 -0.0006 ],0.0009,[-0.2474 0.2474 ],0.3498,0.0025,128.0000,0.0100
436,-87.1819,[4.9191 -4.9585 ],[0.0006 -0.0006 ],0.0009,[-0.2449 0.2449 ],0.3463,0.0025,128.0000,0.0100
437,-87.1822,[4.9197 -4.9591 ],[0.0006 -0.0006 ],0.0009,[-0.2424 0.2424 ],0.3429,0.0025,128.0000,0.0100
438,-87.1824,[4.9203 -4.9597 ],[0.0006 -0.0006 ],0.0008,[-0.2400 0.2400 ],0.3394,0.0025,128.0000,0.0100
439,-87.1827,[4.9209 -4.9603 ],[0.0006 -0.0006 ],0.0008,[-0.2376 0.2376 ],0.3360,0.0025,128.0000,0.0100
440,-87.1830,[4.9215 -4.9609 ],[0.0006 -0.0006 ],0.0008,[-0.2352 0.2352 ],0.3327,0.0025,128.0000,0.0100
441,-87.1833,[4.9221 -4.9615 ],[0.0006 -0.0006 ],0.0008,[-0.2329 0.2329 ],0.3294,0.0025,128.0000,0.0100
442,-87.1836,[4.9227 -4.9620 ],[0.0006 -0.0006 ],0.0008,[-0.2306 0.2306 ],0.3261,0.0025,128.0000,0.0100
443,-87.1838,[4.9233 -4.9626 ],[0.0006 -0.0006 ],0.0008,[-0.2283 0.2283 ],0.3228,0.0025,128.0000,0.0100
444,-87.1841,[4.9238 -4.9632 ],[0.0006 -0.0006 ],0.0008,[-0.2260 0.2260 ],0.3196,0.0025,128.0000,0.0100
445,-87.1843,[4.9244 -4.9638 ],[0.0006 -0.0006 ],0.0008,[-0.2237 0.2237 ],0.3164,0.0025,128.0000,0.0100
446,-87.1846,[4.9249 -4.9643 ],[0.0006 -0.0006 ],0.0008,[-0.2215 0.2215 ],0.3132,0.0025,128.0000,0.0100
447,-87.1848,[4.9255 -4.9649 ],[0.0005 -0.0005 ],0.0008,[-0.2193 0.2193 ],0.3101,0.0025,128.0000,0.0100
448,-87.1851,[4.9260 -4.9654 ],[0.0005 -0.0005 ],0.0008,[-0.2171 0.2171 ],0.3070,0.0025,128.0000,0.0100
449,-87.1853,[4.9266 -4.9660 ],[0.0005 -0.0005 ],0.0008,[-0.2149 0.2149 ],0.3039,0.0025,128.0000,0.0100
450,-87.1855,[4.9271 -4.9665 ],[0.0005 -0.0005 ],0.0008,[-0.2127 0.2127 ],0.3009,0.0025,128.0000,0.0100
451,-87.1858,[4.9277 -4.9670 ],[0.0005 -0.0005 ],0.0007,[-0.2106 0.2106 ],0.2979,0.0025,128.0000,0.0100
452,-87.1860,[4.9282 -4.9676 ],[0.0005 -0.0005 ],0.0007,[-0.2085 0.2085 ],0.2949,0.0025,128.0000,0.0100
453,-87.1862,[4.9287 -4.9681 ],[0.0005 -0.0005 ],0.0007,[-0.2064 0.2064 ],0.2919,0.0025,128.0000,0.0100
454,-87.1864,[4.9292 -4.9686 ],[0.0005 -0.0005 ],0.0007,[-0.2044 0.2044 ],0.2890,0.0025,128.0000,0.0100
455,-87.1866,[4.9297 -4.9691 ],[0.0005 -0.0005 ],0.0007,[-0.2023 0.2023 ],0.2861,0.0025,128.0000,0.0100
456,-87.1868,[4.9302 -4.9696 ],[0.0005 -0.0005 ],0.0007,[-0.2003 0.2003 ],0.2833,0.0025,128.0000,0.0100
457,-87.1870,[4.9307 -4.9701 ],[0.0005 -0.0005 ],0.0007,[-0.1983 0.1983 ],0.2804,0.0025,128.0000,0.0100
458,-87.1872,[4.9312 -4.9706 ],[0.0005 -0.0005 ],0.0007,[-0.1963 0.1963 ],0.2776,0.0025,128.0000,0.0100
459,-87.1874,[4.9317 -4.9711 ],[0.0005 -0.0005 ],0.0007,[-0.1944 0.1944 ],0.2749,0.0025,128.0000,0.0100
460,-87.1876,[4.9322 -4.9716 ],[0.0005 -0.0005 ],0.0007,[-0.1924 0.1924 ],0.2721,0.0025,128.0000,0.0100
461,-87.1878,[4.9327 -4.9721 ],[0.0005 -0.0005 ],0.0007,[-0.1905 0.1905 ],0.2694,0.0025,128.0000,0.0100
462,-87.1880,[4.9332 -4.9725 ],[0.0005 -0.0005 ],0.0007,[-0.1886 0.1886 ],0.2667,0.0025,128.0000,0.0100
463,-87.1881,[4.9336 -4.9730 ],[0.0005 -0.0005 ],0.0007,[-0.1867 0.1867 ],0.2640,0.0025,128.0000,0.0100
464,-87.1883,[4.9341 -4.9735 ],[0.0005 -0.0005 ],0.0007,[-0.1848 0.1848 ],0.2614,0.0025,128.0000,0.0100
465,-87.1885,[4.9346 -4.9739 ],[0.0005 -0.0005 ],0.0006,[-0.1830 0.1830 ],0.2588,0.0025,128.0000,0.0100
466,-87.1886,[4.9350 -4.9744 ],[0.0005 -0.0005 ],0.0006,[-0.1811 0.1811 ],0.2562,0.0025,128.0000,0.0100
467,-87.1888,[4.9355 -4.9749 ],[0.0004 -0.0004 ],0.0006,[-0.1793 0.1793 ],0.2536,0.0025,128.0000,0.0100
468,-87.1890,[4.9359 -4.9753 ],[0.0004 -0.0004 ],0.0006,[-0.1775 0.1775 ],0.2511,0.0025,128.0000,0.0100
469,-87.1891,[4.9364 -4.9757 ],[0.0004 -0.0004 ],0.0006,[-0.1758 0.1758 ],0.2486,0.0025,128.0000,0.0100
470,-87.1893,[4.9368 -4.9762 ],[0.0004 -0.0004 ],0.0006,[-0.1740 0.1740 ],0.2461,0.0025,128.0000,0.0100
471,-87.1894,[4.9372 -4.9766 ],[0.0004 -0.0004 ],0.0006,[-0.1723 0.1723 ],0.2436,0.0025,128.0000,0.0100
472,-87.1896,[4.9377 -4.9770 ],[0.0004 -0.0004 ],0.0006,[-0.1705 0.1705 ],0.2412,0.0025,128.0000,0.0100
473,-87.1897,[4.9381 -4.9775 ],[0.0004 -0.0004 ],0.0006,[-0.1688 0.1688 ],0.2388,0.0025,128.0000,0.0100
474,-87.1899,[4.9385 -4.9779 ],[0.0004 -0.0004 ],0.0006,[-0.1672 0.1672 ],0.2364,0.0025,128.0000,0.0100
475,-87.1900,[4.9389 -4.9783 ],[0.0004 -0.0004 ],0.0006,[-0.1655 0.1655 ],0.2340,0.0025,128.0000,0.0100
476,-87.1901,[4.9394 -4.9787 ],[0.0004 -0.0004 ],0.0006,[-0.1638 0.1638 ],0.2317,0.0025,128.0000,0.0100
477,-87.1903,[4.9398 -4.9791 ],[0.0004 -0.0004 ],0.0006,[-0.1622 0.1622 ],0.2294,0.0025,128.0000,0.0100
478,-87.1904,[4.9402 -4.9795 ],[0.0004 -0.0004 ],0.0006,[-0.1606 0.1606 ],0.2271,0.0025,128.0000,0.0100
479,-87.1905,[4.9406 -4.9799 ],[0.0004 -0.0004 ],0.0006,[-0.1590 0.1590 ],0.2248,0.0025,128.0000,0.0100
480,-87.1907,[4.9410 -4.9803 ],[0.0004 -0.0004 ],0.0006,[-0.1574 0.1574 ],0.2226,0.0025,128.0000,0.0100
481,-87.1908,[4.9414 -4.9807 ],[0.0004 -0.0004 ],0.0006,[-0.1558 0.1558 ],0.2203,0.0025,128.0000,0.0100
482,-87.1909,[4.9418 -4.9811 ],[0.0004 -0.0004 ],0.0005,[-0.1542 0.1542 ],0.2181,0.0025,128.0000,0.0100
483,-87.1910,[4.9421 -4.9815 ],[0.0004 -0.0004 ],0.0005,[-0.1527 0.1527 ],0.2159,0.0025,128.0000,0.0100
484,-87.1911,[4.9425 -4.9819 ],[0.0004 -0.0004 ],0.0005,[-0.1512 0.1512 ],0.2138,0.0025,128.0000,0.0100
485,-87.1913,[4.9429 -4.9823 ],[0.0004 -0.0004 ],0.0005,[-0.1497 0.1497 ],0.2116,0.0025,128.0000,0.0100
486,-87.1914,[4.9433 -4.9826 ],[0.0004 -0.0004 ],0.0005,[-0.1482 0.1482 ],0.2095,0.0025,128.0000,0.0100
487,-87.1915,[4.9436 -4.9830 ],[0.0004 -0.0004 ],0.0005,[-0.1467 0.1467 ],0.2074,0.0025,128.0000,0.0100
488,-87.1916,[4.9440 -4.9834 ],[0.0004 -0.0004 ],0.0005,[-0.1452 0.1452 ],0.2054,0.0025,128.0000,0.0100
489,-87.1917,[4.9444 -4.9837 ],[0.0004 -0.0004 ],0.0005,[-0.1438 0.1438 ],0.2033,0.0025,128.0000,0.0100
490,-87.1918,[4.9447 -4.9841 ],[0.0004 -0.0004 ],0.0005,[-0.1423 0.1423 ],0.2013,0.0025,128.0000,0.0100
491,-87.1919,[4.9451 -4.9845 ],[0.0004 -0.0004 ],0.0005,[-0.1409 0.1409 ],0.1993,0.0025,128.0000,0.0100
492,-87.1920,[4.9454 -4.9848 ],[0.0003 -0.0003 ],0.0005,[-0.1395 0.1395 ],0.1973,0.0025,128.0000,0.0100
493,-87.1921,[4.9458 -4.9852 ],[0.0003 -0.0003 ],0.0005,[-0.1381 0.1381 ],0.1953,0.0025,128.0000,0.0100
494,-87.1922,[4.9461 -4.9855 ],[0.0003 -0.0003 ],0.0005,[-0.1367 0.1367 ],0.1933,0.0025,128.0000,0.0100
495,-87.1923,[4.9465 -4.9858 ],[0.0003 -0.0003 ],0.0005,[-0.1353 0.1353 ],0.1914,0.0025,128.0000,0.0100
496,-87.1924,[4.9468 -4.9862 ],[0.0003 -0.0003 ],0.0005,[-0.1340 0.1340 ],0.1895,0.0025,128.0000,0.0100
497,-87.1925,[4.9472 -4.9865 ],[0.0003 -0.0003 ],0.0005,[-0.1327 0.1327 ],0.1876,0.0025,128.0000,0.0100
498,-87.1925,[4.9475 -4.9869 ],[0.0003 -0.0003 ],0.0005,[-0.1313 0.1313 ],0.1857,0.0025,128.0000,0.0100
499,-87.1926,[4.9478 -4.9872 ],[0.0003 -0.0003 ],0.0005,[-0.1300 0.1300 ],0.1839,0.0025,128.0000,0.0100
500,-87.1927,[4.9481 -4.9875 ],[0.0003 -0.0003 ],0.0005,[-0.1287 0.1287 ],0.1820,0.0025,128.0000,0.0100
501,-87.1928,[4.9485 -4.9878 ],[0.0003 -0.0003 ],0.0005,[-0.1274 0.1274 ],0.1802,0.0025,128.0000,0.0100
502,-87.1929,[4.9488 -4.9881 ],[0.0003 -0.0003 ],0.0004,[-0.1262 0.1262 ],0.1784,0.0025,128.0000,0.0100
503,-87.1930,[4.9491 -4.9885 ],[0.0003 -0.0003 ],0.0004,[-0.1249 0.1249 ],0.1766,0.0025,128.0000,0.0100
504,-87.1930,[4.9494 -4.9888 ],[0.0003 -0.0003 ],0.0004,[-0.1236 0.1236 ],0.1749,0.0025,128.0000,0.0100
505,-87.1931,[4.9497 -4.9891 ],[0.0003 -0.0003 ],0.0004,[-0.1224 0.1224 ],0.1731,0.0025,128.0000,0.0100
506,-87.1932,[4.9500 -4.9894 ],[0.0003 -0.0003 ],0.0004,[-0.1212 0.1212 ],0.1714,0.0025,128.0000,0.0100
507,-87.1933,[4.9503 -4.9897 ],[0.0003 -0.0003 ],0.0004,[-0.1200 0.1200 ],0.1697,0.0025,128.0000,0.0100
508,-87.1933,[4.9506 -4.9900 ],[0.0003 -0.0003 ],0.0004,[-0.1188 0.1188 ],0.1680,0.0025,128.0000,0.0100
509,-87.1934,[4.9509 -4.9903 ],[0.0003 -0.0003 ],0.0004,[-0.1176 0.1176 ],0.1663,0.0025,128.0000,0.0100
510,-87.1935,[4.9512 -4.9906 ],[0.0003 -0.0003 ],0.0004,[-0.1164 0.1164 ],0.1646,0.0025,128.0000,0.0100
511,-87.1935,[4.9515 -4.9909 ],[0.0003 -0.0003 ],0.0004,[-0.1152 0.1152 ],0.1630,0.0025,128.0000,0.0100
512,-87.1936,[4.9518 -4.9912 ],[0.0003 -0.0003 ],0.0004,[-0.1141 0.1141 ],0.1613,0.0025,128.0000,0.0100
513,-87.1937,[4.9521 -4.9914 ],[0.0003 -0.0003 ],0.0004,[-0.1129 0.1129 ],0.1597,0.0025,128.0000,0.0100
514,-87.1937,[4.9524 -4.9917 ],[0.0003 -0.0003 ],0.0004,[-0.1118 0.1118 ],0.1581,0.0025,128.0000,0.0100
515,-87.1938,[4.9526 -4.9920 ],[0.0003 -0.0003 ],0.0004,[-0.1107 0.1107 ],0.1566,0.0025,128.0000,0.0100
516,-87.1938,[4.9529 -4.9923 ],[0.0003 -0.0003 ],0.0004,[-0.1096 0.1096 ],0.1550,0.0025,128.0000,0.0100
517,-87.1939,[4.9532 -4.9926 ],[0.0003 -0.0003 ],0.0004,[-0.1085 0.1085 ],0.1534,0.0025,128.0000,0.0100
518,-87.1940,[4.9535 -4.9928 ],[0.0003 -0.0003 ],0.0004,[-0.1074 0.1074 ],0.1519,0.0025,128.0000,0.0100
519,-87.1940,[4.9537 -4.9931 ],[0.0003 -0.0003 ],0.0004,[-0.1063 0.1063 ],0.1504,0.0025,128.0000,0.0100
520,-87.1941,[4.9540 -4.9934 ],[0.0003 -0.0003 ],0.0004,[-0.1053 0.1053 ],0.1489,0.0025,128.0000,0.0100
521,-87.1941,[4.9543 -4.9936 ],[0.0003 -0.0003 ],0.0004,[-0.1042 0.1042 ],0.1474,0.0025,128.0000,0.0100
522,-87.1942,[4.9545 -4.9939 ],[0.0003 -0.0003 ],0.0004,[-0.1032 0.1032 ],0.1459,0.0025,128.0000,0.0100
523,-87.1942,[4.9548 -4.9941 ],[0.0003 -0.0003 ],0.0004,[-0.1021 0.1021 ],0.1445,0.0025,128.0000,0.0100
524,-87.1943,[4.9550 -4.9944 ],[0.0003 -0.0003 ],0.0004,[-0.1011 0.1011 ],0.1430,0.0025,128.0000,0.0100
525,-87.1943,[4.9553 -4.9947 ],[0.0003 -0.0003 ],0.0004,[-0.1001 0.1001 ],0.1416,0.0025,128.0000,0.0100
526,-87.1944,[4.9555 -4.9949 ],[0.0002 -0.0002 ],0.0004,[-0.0991 0.0991 ],0.1402,0.0025,128.0000,0.0100
527,-87.1944,[4.9558 -4.9952 ],[0.0002 -0.0002 ],0.0003,[-0.0981 0.0981 ],0.1388,0.0025,128.0000,0.0100
528,-87.1945,[4.9560 -4.9954 ],[0.0002 -0.0002 ],0.0003,[-0.0971 0.0971 ],0.1374,0.0025,128.0000,0.0100
529,-87.1945,[4.9563 -4.9956 ],[0.0002 -0.0002 ],0.0003,[-0.0962 0.0962 ],0.1360,0.0025,128.0000,0.0100
530,-87.1946,[4.9565 -4.9959 ],[0.0002 -0.0002 ],0.0003,[-0.0952 0.0952 ],0.1346,0.0025,128.0000,0.0100
531,-87.1946,[4.9568 -4.9961 ],[0.0002 -0.0002 ],0.0003,[-0.0943 0.0943 ],0.1333,0.0025,128.0000,0.0100
532,-87.1947,[4.9570 -4.9964 ],[0.0002 -0.0002 ],0.0003,[-0.0933 0.0933 ],0.1320,0.0025,128.0000,0.0100
533,-87.1947,[4.9572 -4.9966 ],[0.0002 -0.0002 ],0.0003,[-0.0924 0.0924 ],0.1306,0.0025,128.0000,0.0100
534,-87.1948,[4.9575 -4.9968 ],[0.0002 -0.0002 ],0.0003,[-0.0915 0.0915 ],0.1293,0.0025,128.0000,0.0100
535,-87.1948,[4.9577 -4.9970 ],[0.0002 -0.0002 ],0.0003,[-0.0905 0.0905 ],0.1280,0.0025,128.0000,0.0100
536,-87.1948,[4.9579 -4.9973 ],[0.0002 -0.0002 ],0.0003,[-0.0896 0.0896 ],0.1268,0.0025,128.0000,0.0100
537,-87.1949,[4.9581 -4.9975 ],[0.0002 -0.0002 ],0.0003,[-0.0887 0.0887 ],0.1255,0.0025,128.0000,0.0100
538,-87.1949,[4.9584 -4.9977 ],[0.0002 -0.0002 ],0.0003,[-0.0879 0.0879 ],0.1242,0.0025,128.0000,0.0100
539,-87.1950,[4.9586 -4.9979 ],[0.0002 -0.0002 ],0.0003,[-0.0870 0.0870 ],0.1230,0.0025,128.0000,0.0100
540,-87.1950,[4.9588 -4.9982 ],[0.0002 -0.0002 ],0.0003,[-0.0861 0.0861 ],0.1218,0.0025,128.0000,0.0100
541,-87.1950,[4.9590 -4.9984 ],[0.0002 -0.0002 ],0.0003,[-0.0852 0.0852 ],0.1206,0.0025,128.0000,0.0100
542,-87.1951,[4.9592 -4.9986 ],[0.0002 -0.0002 ],0.0003,[-0.0844 0.0844 ],0.1193,0.0025,128.0000,0.0100
543,-87.1951,[4.9594 -4.9988 ],[0.0002 -0.0002 ],0.0003,[-0.0835 0.0835 ],0.1182,0.0025,128.0000,0.0100
544,-87.1951,[4.9596 -4.9990 ],[0.0002 -0.0002 ],0.0003,[-0.0827 0.0827 ],0.1170,0.0025,128.0000,0.0100
545,-87.1952,[4.9598 -4.9992 ],[0.0002 -0.0002 ],0.0003,[-0.0819 0.0819 ],0.1158,0.0025,128.0000,0.0100
546,-87.1952,[4.9600 -4.9994 ],[0.0002 -0.0002 ],0.0003,[-0.0811 0.0811 ],0.1146,0.0025,128.0000,0.0100
547,-87.1952,[4.9603 -4.9996 ],[0.0002 -0.0002 ],0.0003,[-0.0803 0.0803 ],0.1135,0.0025,128.0000,0.0100
548,-87.1953,[4.9605 -4.9998 ],[0.0002 -0.0002 ],0.0003,[-0.0795 0.0795 ],0.1124,0.0025,128.0000,0.0100
549,-87.1953,[4.9607 -5.0000 ],[0.0002 -0.0002 ],0.0003,[-0.0787 0.0787 ],0.1112,0.0025,128.0000,0.0100
550,-87.1953,[4.9608 -5.0002 ],[0.0002 -0.0002 ],0.0003,[-0.0779 0.0779 ],0.1101,0.0025,128.0000,0.0100
551,-87.1954,[4.9610 -5.0004 ],[0.0002 -0.0002 ],0.0003,[-0.0771 0.0771 ],0.1090,0.0025,128.0000,0.0100
552,-87.1954,[4.9612 -5.0006 ],[0.0002 -0.0002 ],0.0003,[-0.0763 0.0763 ],0.1079,0.0025,128.0000,0.0100
553,-87.1954,[4.9614 -5.0008 ],[0.0002 -0.0002 ],0.0003,[-0.0756 0.0756 ],0.1069,0.0025,128.0000,0.0100
554,-87.1955,[4.9616 -5.0010 ],[0.0002 -0.0002 ],0.0003,[-0.0748 0.0748 ],0.1058,0.0025,128.0000,0.0100
555,-87.1955,[4.9618 -5.0012 ],[0.0002 -0.0002 ],0.0003,[-0.0741 0.0741 ],0.1047,0.0025,128.0000,0.0100
556,-87.1955,[4.9620 -5.0014 ],[0.0002 -0.0002 ],0.0003,[-0.0733 0.0733 ],0.1037,0.0025,128.0000,0.0100
557,-87.1955,[4.9622 -5.0015 ],[0.0002 -0.0002 ],0.0003,[-0.0726 0.0726 ],0.1026,0.0025,128.0000,0.0100
