n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
372,-87.1391,[4.8602 -4.8996 ],[0.0012 -0.0012 ],0.0017,[-0.4805 0.4805 ],0.6795,0.0025,128.0000,0.0100
373,-87.1403,[4.8614 -4.9008 ],[0.0012 -0.0012 ],0.0017,[-0.4757 0.4757 ],0.6727,0.0025,128.0000,0.0100
374,-87.1414,[4.8626 -4.9020 ],[0.0012 -0.0012 ],0.0017,[-0.4709 0.4709 ],0.6660,0.0025,128.0000,0.0100
375,-87.1425,[4.8638 -4.9031 ],[0.0012 -0.0012 ],0.0016,[-0.4662 0.4662 ],0.6593,0.0025,128.0000,0.0100
376,-87.1436,[4.8649 -4.9043 ],[0.0012 -0.0012 ],0.0016,[-0.4616 0.4616 ],0.6527,0.0025,128.0000,0.0100
377,-87.1447,[4.8661 -4.9054 ],[0.0011 -0.0011 ],0.0016,[-0.4569 0.4569 ],0.6462,0.0025,128.0000,0.0100
378,-87.1457,[4.8672 -4.9066 ],[0.0011 -0.0011 ],0.0016,[-0.4524 0.4524 ],0.6398,0.0025,128.0000,0.0100
379,-87.1467,[4.8684 -4.9077 ],[0.0011 -0.0011 ],0.0016,[-0.4479 0.4479 ],0.6334,0.0025,128.0000,0.0100
380,-87.1477,[4.8695 -4.9088 ],[0.0011 -0.0011 ],0.0016,[-0.4434 0.4434 ],0.6270,0.0025,128.0000,0.0100
381,-87.1487,[4.8706 -4.9100 ],[0.0011 -0.0011 ],0.0016,[-0.4389 0.4389 ],0.6208,0.0025,128.0000,0.0100
382,-87.1496,[4.8717 -4.9110 ],[0.0011 -0.0011 ],0.0015,[-0.4345 0.4345 ],0.6145,0.0025,128.0000,0.0100
383,-87.1506,[4.8728 -4.9121 ],[0.0011 -0.0011 ],0.0015,[-0.4302 0.4302 ],0.6084,0.0025,128.0000,0.0100
384,-87.1515,[4.8738 -4.9132 ],[0.0011 -0.0011 ],0.0015,[-0.4259 0.4259 ],0.6023,0.0025,128.0000,0.0100
385,-87.1524,[4.8749 -4.9143 ],[0.0011 -0.0011 ],0.0015,[-0.4216 0.4216 ],0.5963,0.0025,128.0000,0.0100
386,-87.1533,[4.8760 -4.9153 ],[0.0010 -0.0010 ],0.0015,[-0.4174 0.4174 ],0.5903,0.0025,128.0000,0.0100
387,-87.1542,[4.8770 -4.9164 ],[0.0010 -0.0010 ],0.0015,[-0.4133 0.4133 ],0.5844,0.0025,128.0000,0.0100
388,-87.1550,[4.8780 -4.9174 ],[0.0010 -0.0010 ],0.0014,[-0.4091 0.4091 ],0.5786,0.0025,128.0000,0.0100
389,-87.1558,[4.8791 -4.9184 ],[0.0010 -0.0010 ],0.0014,[-0.4050 0.4050 ],0.5728,0.0025,128.0000,0.0100
390,-87.1567,[4.8801 -4.9194 ],[0.0010 -0.0010 ],0.0014,[-0.4010 0.4010 ],0.5671,0.0025,128.0000,0.0100
391,-87.1575,[4.8811 -4.9204 ],[0.0010 -0.0010 ],0.0014,[-0.3970 0.3970 ],0.5614,0.0025,128.0000,0.0100
392,-87.1582,[4.8821 -4.9214 ],[0.0010 -0.0010 ],0.0014,[-0.3930 0.3930 ],0.5558,0.0025,128.0000,0.0100
393,-87.1590,[4.8830 -4.9224 ],[0.0010 -0.0010 ],0.0014,[-0.3891 0.3891 ],0.5502,0.0025,128.0000,0.0100
394,-87.1598,[4.8840 -4.9234 ],[0.0010 -0.0010 ],0.0014,[-0.3852 0.3852 ],0.5447,0.0025,128.0000,0.0100
395,-87.1605,[4.8850 -4.9244 ],[0.0010 -0.0010 ],0.0013,[-0.3813 0.3813 ],0.5393,0.0025,128.0000,0.0100
396,-87.1612,[4.8859 -4.9253 ],[0.0009 -0.0009 ],0.0013,[-0.3775 0.3775 ],0.5339,0.0025,128.0000,0.0100
397,-87.1619,[4.8869 -4.9263 ],[0.0009 -0.0009 ],0.0013,[-0.3737 0.3737 ],0.5285,0.0025,128.0000,0.0100
398,-87.1626,[4.8878 -4.9272 ],[0.0009 -0.0009 ],0.0013,[-0.3700 0.3700 ],0.5233,0.0025,128.0000,0.0100
399,-87.1633,[4.8887 -4.9281 ],[0.0009 -0.0009 ],0.0013,[-0.3663 0.3663 ],0.5180,0.0025,128.0000,0.0100
400,-87.1640,[4.8897 -4.9290 ],[0.0009 -0.0009 ],0.0013,[-0.3626 0.3626 ],0.5128,0.0025,128.0000,0.0100
401,-87.1646,[4.8906 -4.9299 ],[0.0009 -0.0009 ],0.0013,[-0.3590 0.3590 ],0.5077,0.0025,128.0000,0.0100
402,-87.1653,[4.8915 -4.9308 ],[0.0009 -0.0009 ],0.0013,[-0.3554 0.3554 ],0.5026,0.0025,128.0000,0.0100
403,-87.1659,[4.8923 -4.9317 ],[0.0009 -0.0009 ],0.0012,[-0.3519 0.3519 ],0.4976,0.0025,128.0000,0.0100
404,-87.1665,[4.8932 -4.9326 ],[0.0009 -0.0009 ],0.0012,[-0.3483 0.3483 ],0.4926,0.0025,128.0000,0.0100
405,-87.1671,[4.8941 -4.9335 ],[0.0009 -0.0009 ],0.0012,[-0.3449 0.3449 ],0.4877,0.0025,128.0000,0.0100
406,-87.1677,[4.8950 -4.9343 ],[0.0009 -0.0009 ],0.0012,[-0.3414 0.3414 ],0.4828,0.0025,128.0000,0.0100
407,-87.1683,[4.8958 -4.9352 ],[0.0008 -0.0008 ],0.0012,[-0.3380 0.3380 ],0.4780,0.0025,128.0000,0.0100
408,-87.1689,[4.8967 -4.9360 ],[0.0008 -0.0008 ],0.0012,[-0.3346 0.3346 ],0.4732,0.0025,128.0000,0.0100
409,-87.1694,[4.8975 -4.9369 ],[0.0008 -0.0008 ],0.0012,[-0.3313 0.3313 ],0.4685,0.0025,128.0000,0.0100
410,-87.1700,[4.8983 -4.9377 ],[0.0008 -0.0008 ],0.0012,[-0.3280 0.3280 ],0.4638,0.0025,128.0000,0.0100
411,-87.1705,[4.8991 -4.9385 ],[0.0008 -0.0008 ],0.0011,[-0.3247 0.3247 ],0.4592,0.0025,128.0000,0.0100
412,-87.1710,[4.9000 -4.9393 ],[0.0008 -0.0008 ],0.0011,[-0.3214 0.3214 ],0.4546,0.0025,128.0000,0.0100
413,-87.1715,[4.9008 -4.9401 ],[0.0008 -0.0008 ],0.0011,[-0.3182 0.3182 ],0.4500,0.0025,128.0000,0.0100
414,-87.1720,[4.9016 -4.9409 ],[0.0008 -0.0008 ],0.0011,[-0.3150 0.3150 ],0.4455,0.0025,128.0000,0.0100
415,-87.1725,[4.9023 -4.9417 ],[0.0008 -0.0008 ],0.0011,[-0.3119 0.3119 ],0.4411,0.0025,128.0000,0.0100
416,-87.1730,[4.9031 -4.9425 ],[0.0008 -0.0008 ],0.0011,[-0.3088 0.3088 ],0.4367,0.0025,128.0000,0.0100
417,-87.1735,[4.9039 -4.9433 ],[0.0008 -0.0008 ],0.0011,[-0.3057 0.3057 ],0.4323,0.0025,128.0000,0.0100
418,-87.1740,[4.9047 -4.9440 ],[0.0008 -0.0008 ],0.0011,[-0.3026 0.3026 ],0.4280,0.0025,128.0000,0.0100
419,-87.1744,[4.9054 -4.9448 ],[0.0007 -0.0007 ],0.0011,[-0.2996 0.2996 ],0.4237,0.0025,128.0000,0.0100
420,-87.1749,[4.9062 -4.9455 ],[0.0007 -0.0007 ],0.0010,[-0.2966 0.2966 ],0.4195,0.0025,128.0000,0.0100
421,-87.1753,[4.9069 -4.9463 ],[0.0007 -0.0007 ],0.0010,[-0.2936 0.2936 ],0.4153,0.0025,128.0000,0.0100
422,-87.1757,[4.9076 -4.9470 ],[0.0007 -0.0007 ],0.0010,[-0.2907 0.2907 ],0.4111,0.0025,128.0000,0.0100
423,-87.1761,[4.9084 -4.9477 ],[0.0007 -0.0007 ],0.0010,[-0.2878 0.2878 ],0.4070,0.0025,128.0000,0.0100
424,-87.1766,[4.9091 -4.9485 ],[0.0007 -0.0007 ],0.0010,[-0.2849 0.2849 ],0.4029,0.0025,128.0000,0.0100
425,-87.1770,[4.9098 -4.9492 ],[0.0007 -0.0007 ],0.0010,[-0.2821 0.2821 ],0.3989,0.0025,128.0000,0.0100
426,-87.1774,[4.9105 -4.9499 ],[0.0007 -0.0007 ],0.0010,[-0.2792 0.2792 ],0.3949,0.0025,128.0000,0.0100
427,-87.1777,[4.9112 -4.9506 ],[0.0007 -0.0007 ],0.0010,[-0.2765 0.2765 ],0.3910,0.0025,128.0000,0.0100
428,-87.1781,[4.9119 -4.9513 ],[0.0007 -0.0007 ],0.0010,[-0.2737 0.2737 ],0.3871,0.0025,128.0000,0.0100
429,-87.1785,[4.9126 -4.9519 ],[0.0007 -0.0007 ],0.0010,[-0.2710 0.2710 ],0.3832,0.0025,128.0000,0.0100
430,-87.1789,[4.9133 -4.9526 ],[0.0007 -0.0007 ],0.0009,[-0.2682 0.2682 ],0.3794,0.0025,128.0000,0.0100
431,-87.1792,[4.9139 -4.9533 ],[0.0007 -0.0007 ],0.0009,[-0.2656 0.2656 ],0.3756,0.0025,128.0000,0.0100
432,-87.1796,[4.9146 -4.9540 ],[0.0007 -0.0007 ],0.0009,[-0.2629 0.2629 ],0.3718,0.0025,128.0000,0.0100
433,-87.1799,[4.9152 -4.9546 ],[0.0007 -0.0007 ],0.0009,[-0.2603 0.2603 ],0.3681,0.0025,128.0000,0.0100
434,-87.1803,[4.9159 -4.9553 ],[0.0006 -0.0006 ],0.0009,[-0.2577 0.2577 ],0.3644,0.0025,128.0000,0.0100
435,-87.1806,[4.9165 -4.9559 ],[0.0006 -0.0006 ],0.0009,[-0.2551 0.2551 ],0.3608,0.0025,128.0000,0.0100
436,-87.1809,[4.9172 -4.9565 ],[0.0006 -0.0006 ],0.0009,[-0.2525 0.2525 ],0.3572,0.0025,128.0000,0.0100
437,-87.1812,[4.9178 -4.9572 ],[0.0006 -0.0006 ],0.0009,[-0.2500 0.2500 ],0.3536,0.0025,128.0000,0.0100
438,-87.1815,[4.9184 -4.9578 ],[0.0006 -0.0006 ],0.0009,[-0.2475 0.2475 ],0.3500,0.0025,128.0000,0.0100
439,-87.1818,[4.9191 -4.9584 ],[0.0006 -0.0006 ],0.0009,[-0.2450 0.2450 ],0.3465,0.0025,128.0000,0.0100
440,-87.1821,[4.9197 -4.9590 ],[0.0006 -0.0006 ],0.0009,[-0.2426 0.2426 ],0.3431,0.0025,128.0000,0.0100
441,-87.1824,[4.9203 -4.9596 ],[0.0006 -0.0006 ],0.0008,[-0.2402 0.2402 ],0.3396,0.0025,128.0000,0.0100
442,-87.1827,[4.9209 -4.9602 ],[0.0006 -0.0006 ],0.0008,[-0.2378 0.2378 ],0.3363,0.0025,128.0000,0.0100
443,-87.1830,[4.9215 -4.9608 ],[0.0006 -0.0006 ],0.0008,[-0.2354 0.2354 ],0.3329,0.0025,128.0000,0.0100
444,-87.1833,[4.9221 -4.9614 ],[0.0006 -0.0006 ],0.0008,[-0.2330 0.2330 ],0.3296,0.0025,128.0000,0.0100
445,-87.1835,[4.9226 -4.9620 ],[0.0006 -0.0006 ],0.0008,[-0.2307 0.2307 ],0.3263,0.0025,128.0000,0.0100
446,-87.1838,[4.9232 -4.9626 ],[0.0006 -0.0006 ],0.0008,[-0.2284 0.2284 ],0.3230,0.0025,128.0000,0.0100
447,-87.1841,[4.9238 -4.9632 ],[0.0006 -0.0006 ],0.0008,[-0.2261 0.2261 ],0.3198,0.0025,128.0000,0.0100
448,-87.1843,[4.9244 -4.9637 ],[0.0006 -0.0006 ],0.0008,[-0.2239 0.2239 ],0.3166,0.0025,128.0000,0.0100
449,-87.1846,[4.9249 -4.9643 ],[0.0006 -0.0006 ],0.0008,[-0.2216 0.2216 ],0.3134,0.0025,128.0000,0.0100
450,-87.1848,[4.9255 -4.9648 ],[0.0005 -0.0005 ],0.0008,[-0.2194 0.2194 ],0.3103,0.0025,128.0000,0.0100
451,-87.1851,[4.9260 -4.9654 ],[0.0005 -0.0005 ],0.0008,[-0.2172 0.2172 ],0.3072,0.0025,128.0000,0.0100
452,-87.1853,[4.9266 -4.9659 ],[0.0005 -0.0005 ],0.0008,[-0.2150 0.2150 ],0.3041,0.0025,128.0000,0.0100
453,-87.1855,[4.9271 -4.9665 ],[0.0005 -0.0005 ],0.0008,[-0.2129 0.2129 ],0.3011,0.0025,128.0000,0.0100
454,-87.1857,[4.9276 -4.9670 ],[0.0005 -0.0005 ],0.0007,[-0.2108 0.2108 ],0.2980,0.0025,128.0000,0.0100
455,-87.1860,[4.9282 -4.9675 ],[0.0005 -0.0005 ],0.0007,[-0.2086 0.2086 ],0.2951,0.0025,128.0000,0.0100
456,-87.1862,[4.9287 -4.9680 ],[0.0005 -0.0005 ],0.0007,[-0.2066 0.2066 ],0.2921,0.0025,128.0000,0.0100
457,-87.1864,[4.9292 -4.9686 ],[0.0005 -0.0005 ],0.0007,[-0.2045 0.2045 ],0.2892,0.0025,128.0000,0.0100
458,-87.1866,[4.9297 -4.9691 ],[0.0005 -0.0005 ],0.0007,[-0.2024 0.2024 ],0.2863,0.0025,128.0000,0.0100
459,-87.1868,[4.9302 -4.9696 ],[0.0005 -0.0005 ],0.0007,[-0.2004 0.2004 ],0.2834,0.0025,128.0000,0.0100
460,-87.1870,[4.9307 -4.9701 ],[0.0005 -0.0005 ],0.0007,[-0.1984 0.1984 ],0.2806,0.0025,128.0000,0.0100
461,-87.1872,[4.9312 -4.9706 ],[0.0005 -0.0005 ],0.0007,[-0.1964 0.1964 ],0.2778,0.0025,128.0000,0.0100
462,-87.1874,[4.9317 -4.9711 ],[0.0005 -0.0005 ],0.0007,[-0.1945 0.1945 ],0.2750,0.0025,128.0000,0.0100
463,-87.1876,[4.9322 -4.9716 ],[0.0005 -0.0005 ],0.0007,[-0.1925 0.1925 ],0.2723,0.0025,128.0000,0.0100
464,-87.1878,[4.9327 -4.9720 ],[0.0005 -0.0005 ],0.0007,[-0.1906 0.1906 ],0.2696,0.0025,128.0000,0.0100
465,-87.1879,[4.9331 -4.9725 ],[0.0005 -0.0005 ],0.0007,[-0.1887 0.1887 ],0.2669,0.0025,128.0000,0.0100
466,-87.1881,[4.9336 -4.9730 ],[0.0005 -0.0005 ],0.0007,[-0.1868 0.1868 ],0.2642,0.0025,128.0000,0.0100
467,-87.1883,[4.9341 -4.9735 ],[0.0005 -0.0005 ],0.0007,[-0.1849 0.1849 ],0.2615,0.0025,128.0000,0.0100
468,-87.1885,[4.9345 -4.9739 ],[0.0005 -0.0005 ],0.0006,[-0.1831 0.1831 ],0.2589,0.0025,128.0000,0.0100
469,-87.1886,[4.9350 -4.9744 ],[0.0005 -0.0005 ],0.0006,[-0.1813 0.1813 ],0.2563,0.0025,128.0000,0.0100
470,-87.1888,[4.9355 -4.9748 ],[0.0004 -0.0004 ],0.0006,[-0.1794 0.1794 ],0.2538,0.0025,128.0000,0.0100
471,-87.1890,[4.9359 -4.9753 ],[0.0004 -0.0004 ],0.0006,[-0.1777 0.1777 ],0.2512,0.0025,128.0000,0.0100
472,-87.1891,[4.9363 -4.9757 ],[0.0004 -0.0004 ],0.0006,[-0.1759 0.1759 ],0.2487,0.0025,128.0000,0.0100
473,-87.1893,[4.9368 -4.9762 ],[0.0004 -0.0004 ],0.0006,[-0.1741 0.1741 ],0.2462,0.0025,128.0000,0.0100
474,-87.1894,[4.9372 -4.9766 ],[0.0004 -0.0004 ],0.0006,[-0.1724 0.1724 ],0.2438,0.0025,128.0000,0.0100
475,-87.1896,[4.9377 -4.9770 ],[0.0004 -0.0004 ],0.0006,[-0.1707 0.1707 ],0.2413,0.0025,128.0000,0.0100
476,-87.1897,[4.9381 -4.9774 ],[0.0004 -0.0004 ],0.0006,[-0.1689 0.1689 ],0.2389,0.0025,128.0000,0.0100
477,-87.1899,[4.9385 -4.9779 ],[0.0004 -0.0004 ],0.0006,[-0.1673 0.1673 ],0.2365,0.0025,128.0000,0.0100
478,-87.1900,[4.9389 -4.9783 ],[0.0004 -0.0004 ],0.0006,[-0.1656 0.1656 ],0.2342,0.0025,128.0000,0.0100
479,-87.1901,[4.9393 -4.9787 ],[0.0004 -0.0004 ],0.0006,[-0.1639 0.1639 ],0.2318,0.0025,128.0000,0.0100
480,-87.1903,[4.9397 -4.9791 ],[0.0004 -0.0004 ],0.0006,[-0.1623 0.1623 ],0.2295,0.0025,128.0000,0.0100
481,-87.1904,[4.9401 -4.9795 ],[0.0004 -0.0004 ],0.0006,[-0.1607 0.1607 ],0.2272,0.0025,128.0000,0.0100
482,-87.1905,[4.9406 -4.9799 ],[0.0004 -0.0004 ],0.0006,[-0.1591 0.1591 ],0.2249,0.0025,128.0000,0.0100
483,-87.1907,[4.9409 -4.9803 ],[0.0004 -0.0004 ],0.0006,[-0.1575 0.1575 ],0.2227,0.0025,128.0000,0.0100
484,-87.1908,[4.9413 -4.9807 ],[0.0004 -0.0004 ],0.0006,[-0.1559 0.1559 ],0.2205,0.0025,128.0000,0.0100
485,-87.1909,[4.9417 -4.9811 ],[0.0004 -0.0004 ],0.0005,[-0.1543 0.1543 ],0.2183,0.0025,128.0000,0.0100
486,-87.1910,[4.9421 -4.9815 ],[0.0004 -0.0004 ],0.0005,[-0.1528 0.1528 ],0.2161,0.0025,128.0000,0.0100
487,-87.1911,[4.9425 -4.9819 ],[0.0004 -0.0004 ],0.0005,[-0.1513 0.1513 ],0.2139,0.0025,128.0000,0.0100
488,-87.1912,[4.9429 -4.9822 ],[0.0004 -0.0004 ],0.0005,[-0.1498 0.1498 ],0.2118,0.0025,128.0000,0.0100
489,-87.1914,[4.9433 -4.9826 ],[0.0004 -0.0004 ],0.0005,[-0.1483 0.1483 ],0.2097,0.0025,128.0000,0.0100
490,-87.1915,[4.9436 -4.9830 ],[0.0004 -0.0004 ],0.0005,[-0.1468 0.1468 ],0.2076,0.0025,128.0000,0.0100
491,-87.1916,[4.9440 -4.9834 ],[0.0004 -0.0004 ],0.0005,[-0.1453 0.1453 ],0.2055,0.0025,128.0000,0.0100
492,-87.1917,[4.9444 -4.9837 ],[0.0004 -0.0004 ],0.0005,[-0.1439 0.1439 ],0.2034,0.0025,128.0000,0.0100
493,-87.1918,[4.9447 -4.9841 ],[0.0004 -0.0004 ],0.0005,[-0.1424 0.1424 ],0.2014,0.0025,128.0000,0.0100
494,-87.1919,[4.9451 -4.9844 ],[0.0004 -0.0004 ],0.0005,[-0.1410 0.1410 ],0.1994,0.0025,128.0000,0.0100
495,-87.1920,[4.9454 -4.9848 ],[0.0003 -0.0003 ],0.0005,[-0.1396 0.1396 ],0.1974,0.0025,128.0000,0.0100
496,-87.1921,[4.9458 -4.9851 ],[0.0003 -0.0003 ],0.0005,[-0.1382 0.1382 ],0.1954,0.0025,128.0000,0.0100
497,-87.1922,[4.9461 -4.9855 ],[0.0003 -0.0003 ],0.0005,[-0.1368 0.1368 ],0.1935,0.0025,128.0000,0.0100
498,-87.1923,[4.9465 -4.9858 ],[0.0003 -0.0003 ],0.0005,[-0.1354 0.1354 ],0.1915,0.0025,128.0000,0.0100
499,-87.1924,[4.9468 -4.9862 ],[0.0003 -0.0003 ],0.0005,[-0.1341 0.1341 ],0.1896,0.0025,128.0000,0.0100
500,-87.1924,[4.9471 -4.9865 ],[0.0003 -0.0003 ],0.0005,[-0.1327 0.1327 ],0.1877,0.0025,128.0000,0.0100
501,-87.1925,[4.9475 -4.9868 ],[0.0003 -0.0003 ],0.0005,[-0.1314 0.1314 ],0.1858,0.0025,128.0000,0.0100
502,-87.1926,[4.9478 -4.9872 ],[0.0003 -0.0003 ],0.0005,[-0.1301 0.1301 ],0.1840,0.0025,128.0000,0.0100
503,-87.1927,[4.9481 -4.9875 ],[0.0003 -0.0003 ],0.0005,[-0.1288 0.1288 ],0.1821,0.0025,128.0000,0.0100
504,-87.1928,[4.9484 -4.9878 ],[0.0003 -0.0003 ],0.0005,[-0.1275 0.1275 ],0.1803,0.0025,128.0000,0.0100
505,-87.1929,[4.9488 -4.9881 ],[0.0003 -0.0003 ],0.0004,[-0.1262 0.1262 ],0.1785,0.0025,128.0000,0.0100
506,-87.1929,[4.9491 -4.9884 ],[0.0003 -0.0003 ],0.0004,[-0.1250 0.1250 ],0.1767,0.0025,128.0000,0.0100
507,-87.1930,[4.9494 -4.9888 ],[0.0003 -0.0003 ],0.0004,[-0.1237 0.1237 ],0.1750,0.0025,128.0000,0.0100
508,-87.1931,[4.9497 -4.9891 ],[0.0003 -0.0003 ],0.0004,[-0.1225 0.1225 ],0.1732,0.0025,128.0000,0.0100
509,-87.1932,[4.9500 -4.9894 ],[0.0003 -0.0003 ],0.0004,[-0.1213 0.1213 ],0.1715,0.0025,128.0000,0.0100
510,-87.1932,[4.9503 -4.9897 ],[0.0003 -0.0003 ],0.0004,[-0.1200 0.1200 ],0.1698,0.0025,128.0000,0.0100
511,-87.1933,[4.9506 -4.9900 ],[0.0003 -0.0003 ],0.0004,[-0.1188 0.1188 ],0.1681,0.0025,128.0000,0.0100
512,-87.1934,[4.9509 -4.9903 ],[0.0003 -0.0003 ],0.0004,[-0.1177 0.1177 ],0.1664,0.0025,128.0000,0.0100
513,-87.1935,[4.9512 -4.9906 ],[0.0003 -0.0003 ],0.0004,[-0.1165 0.1165 ],0.1647,0.0025,128.0000,0.0100
514,-87.1935,[4.9515 -4.9909 ],[0.0003 -0.0003 ],0.0004,[-0.1153 0.1153 ],0.1631,0.0025,128.0000,0.0100
515,-87.1936,[4.9518 -4.9911 ],[0.0003 -0.0003 ],0.0004,[-0.1142 0.1142 ],0.1614,0.0025,128.0000,0.0100
516,-87.1937,[4.9521 -4.9914 ],[0.0003 -0.0003 ],0.0004,[-0.1130 0.1130 ],0.1598,0.0025,128.0000,0.0100
517,-87.1937,[4.9523 -4.9917 ],[0.0003 -0.0003 ],0.0004,[-0.1119 0.1119 ],0.1582,0.0025,128.0000,0.0100
518,-87.1938,[4.9526 -4.9920 ],[0.0003 -0.0003 ],0.0004,[-0.1108 0.1108 ],0.1567,0.0025,128.0000,0.0100
519,-87.1938,[4.9529 -4.9923 ],[0.0003 -0.0003 ],0.0004,[-0.1097 0.1097 ],0.1551,0.0025,128.0000,0.0100
520,-87.1939,[4.9532 -4.9925 ],[0.0003 -0.0003 ],0.0004,[-0.1086 0.1086 ],0.1535,0.0025,128.0000,0.0100
521,-87.1940,[4.9534 -4.9928 ],[0.0003 -0.0003 ],0.0004,[-0.1075 0.1075 ],0.1520,0.0025,128.0000,0.0100
522,-87.1940,[4.9537 -4.9931 ],[0.0003 -0.0003 ],0.0004,[-0.1064 0.1064 ],0.1505,0.0025,128.0000,0.0100
523,-87.1941,[4.9540 -4.9933 ],[0.0003 -0.0003 ],0.0004,[-0.1053 0.1053 ],0.1490,0.0025,128.0000,0.0100
524,-87.1941,[4.9542 -4.9936 ],[0.0003 -0.0003 ],0.0004,[-0.1043 0.1043 ],0.1475,0.0025,128.0000,0.0100
525,-87.1942,[4.9545 -4.9939 ],[0.0003 -0.0003 ],0.0004,[-0.1032 0.1032 ],0.1460,0.0025,128.0000,0.0100
526,-87.1942,[4.9548 -4.9941 ],[0.0003 -0.0003 ],0.0004,[-0.1022 0.1022 ],0.1446,0.0025,128.0000,0.0100
527,-87.1943,[4.9550 -4.9944 ],[0.0003 -0.0003 ],0.0004,[-0.1012 0.1012 ],0.1431,0.0025,128.0000,0.0100
528,-87.1943,[4.9553 -4.9946 ],[0.0003 -0.0003 ],0.0004,[-0.1002 0.1002 ],0.1417,0.0025,128.0000,0.0100
529,-87.1944,[4.9555 -4.9949 ],[0.0002 -0.0002 ],0.0004,[-0.0992 0.0992 ],0.1403,0.0025,128.0000,0.0100
530,-87.1944,[4.9558 -4.9951 ],[0.0002 -0.0002 ],0.0003,[-0.0982 0.0982 ],0.1389,0.0025,128.0000,0.0100
531,-87.1945,[4.9560 -4.9954 ],[0.0002 -0.0002 ],0.0003,[-0.0972 0.0972 ],0.1375,0.0025,128.0000,0.0100
532,-87.1945,[4.9563 -4.9956 ],[0.0002 -0.0002 ],0.0003,[-0.0962 0.0962 ],0.1361,0.0025,128.0000,0.0100
533,-87.1946,[4.9565 -4.9959 ],[0.0002 -0.0002 ],0.0003,[-0.0953 0.0953 ],0.1347,0.0025,128.0000,0.0100
534,-87.1946,[4.9567 -4.9961 ],[0.0002 -0.0002 ],0.0003,[-0.0943 0.0943 ],0.1334,0.0025,128.0000,0.0100
535,-87.1947,[4.9570 -4.9963 ],[0.0002 -0.0002 ],0.0003,[-0.0934 0.0934 ],0.1321,0.0025,128.0000,0.0100
536,-87.1947,[4.9572 -4.9966 ],[0.0002 -0.0002 ],0.0003,[-0.0924 0.0924 ],0.1307,0.0025,128.0000,0.0100
537,-87.1948,[4.9574 -4.9968 ],[0.0002 -0.0002 ],0.0003,[-0.0915 0.0915 ],0.1294,0.0025,128.0000,0.0100
538,-87.1948,[4.9577 -4.9970 ],[0.0002 -0.0002 ],0.0003,[-0.0906 0.0906 ],0.1281,0.0025,128.0000,0.0100
539,-87.1948,[4.9579 -4.9973 ],[0.0002 -0.0002 ],0.0003,[-0.0897 0.0897 ],0.1268,0.0025,128.0000,0.0100
540,-87.1949,[4.9581 -4.9975 ],[0.0002 -0.0002 ],0.0003,[-0.0888 0.0888 ],0.1256,0.0025,128.0000,0.0100
541,-87.1949,[4.9583 -4.9977 ],[0.0002 -0.0002 ],0.0003,[-0.0879 0.0879 ],0.1243,0.0025,128.0000,0.0100
542,-87.1950,[4.9586 -4.9979 ],[0.0002 -0.0002 ],0.0003,[-0.0870 0.0870 ],0.1231,0.0025,128.0000,0.0100
543,-87.1950,[4.9588 -4.9981 ],[0.0002 -0.0002 ],0.0003,[-0.0862 0.0862 ],0.1218,0.0025,128.0000,0.0100
544,-87.1950,[4.9590 -4.9984 ],[0.0002 -0.0002 ],0.0003,[-0.0853 0.0853 ],0.1206,0.0025,128.0000,0.0100
545,-87.1951,[4.9592 -4.9986 ],[0.0002 -0.0002 ],0.0003,[-0.0844 0.0844 ],0.1194,0.0025,128.0000,0.0100
546,-87.1951,[4.9594 -4.9988 ],[0.0002 -0.0002 ],0.0003,[-0.0836 0.0836 ],0.1182,0.0025,128.0000,0.0100
547,-87.1951,[4.9596 -4.9990 ],[0.0002 -0.0002 ],0.0003,[-0.0828 0.0828 ],0.1170,0.0025,128.0000,0.0100
548,-87.1952,[4.9598 -4.9992 ],[0.0002 -0.0002 ],0.0003,[-0.0819 0.0819 ],0.1159,0.0025,128.0000,0.0100
549,-87.1952,[4.9600 -4.9994 ],[0.0002 -0.0002 ],0.0003,[-0.0811 0.0811 ],0.1147,0.0025,128.0000,0.0100
550,-87.1952,[4.9602 -4.9996 ],[0.0002 -0.0002 ],0.0003,[-0.0803 0.0803 ],0.1136,0.0025,128.0000,0.0100
551,-87.1953,[4.9604 -4.9998 ],[0.0002 -0.0002 ],0.0003,[-0.0795 0.0795 ],0.1124,0.0025,128.0000,0.0100
552,-87.1953,[4.9606 -5.0000 ],[0.0002 -0.0002 ],0.0003,[-0.0787 0.0787 ],0.1113,0.0025,128.0000,0.0100
553,-87.1953,[4.9608 -5.0002 ],[0.0002 -0.0002 ],0.0003,[-0.0779 0.0779 ],0.1102,0.0025,128.0000,0.0100
554,-87.1954,[4.9610 -5.0004 ],[0.0002 -0.0002 ],0.0003,[-0.0771 0.0771 ],0.1091,0.0025,128.0000,0.0100
555,-87.1954,[4.9612 -5.0006 ],[0.0002 -0.0002 ],0.0003,[-0.0764 0.0764 ],0.1080,0.0025,128.0000,0.0100
556,-87.1954,[4.9614 -5.0008 ],[0.0002 -0.0002 ],0.0003,[-0.0756 0.0756 ],0.1069,0.0025,128.0000,0.0100
557,-87.1954,[4.9616 -5.0010 ],[0.0002 -0.0002 ],0.0003,[-0.0749 0.0749 ],0.1059,0.0025,128.0000,0.0100
