n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
192,-186.8780,[9.4528 -9.5317 ],[0.0080 -0.0078 ],0.0111,[-1.0299 1.0012 ],1.4363,0.0077,127,0.0001
193,-186.8939,[9.4608 -9.5394 ],[0.0076 -0.0078 ],0.0109,[-0.9860 1.0136 ],1.4141,0.0077,127,0.0001
194,-186.9092,[9.4684 -9.5473 ],[0.0077 -0.0075 ],0.0108,[-0.9977 0.9710 ],1.3922,0.0077,127,0.0001
195,-186.9241,[9.4761 -9.5548 ],[0.0074 -0.0076 ],0.0106,[-0.9562 0.9820 ],1.3706,0.0077,127,0.0001
196,-186.9386,[9.4835 -9.5624 ],[0.0075 -0.0073 ],0.0104,[-0.9666 0.9416 ],1.3494,0.0077,127,0.0001
197,-186.9525,[9.4910 -9.5697 ],[0.0072 -0.0074 ],0.0103,[-0.9273 0.9514 ],1.3285,0.0077,127,0.0001
198,-186.9661,[9.4982 -9.5770 ],[0.0072 -0.0071 ],0.0101,[-0.9364 0.9131 ],1.3079,0.0077,127,0.0001
199,-186.9792,[9.5054 -9.5841 ],[0.0070 -0.0071 ],0.0100,[-0.8992 0.9217 ],1.2877,0.0077,127,0.0001
200,-186.9920,[9.5124 -9.5912 ],[0.0070 -0.0069 ],0.0098,[-0.9072 0.8855 ],1.2677,0.0077,127,0.0001
201,-187.0043,[9.5194 -9.5981 ],[0.0068 -0.0069 ],0.0097,[-0.8720 0.8930 ],1.2481,0.0077,127,0.0001
202,-187.0163,[9.5262 -9.6050 ],[0.0068 -0.0066 ],0.0095,[-0.8790 0.8587 ],1.2288,0.0077,127,0.0001
203,-187.0279,[9.5330 -9.6116 ],[0.0065 -0.0067 ],0.0094,[-0.8456 0.8652 ],1.2098,0.0077,127,0.0001
204,-187.0391,[9.5395 -9.6183 ],[0.0066 -0.0064 ],0.0092,[-0.8516 0.8326 ],1.1910,0.0077,127,0.0001
205,-187.0500,[9.5461 -9.6248 ],[0.0063 -0.0065 ],0.0091,[-0.8199 0.8383 ],1.1726,0.0077,127,0.0001
206,-187.0606,[9.5525 -9.6313 ],[0.0064 -0.0063 ],0.0089,[-0.8251 0.8074 ],1.1544,0.0077,127,0.0001
207,-187.0708,[9.5589 -9.6375 ],[0.0062 -0.0063 ],0.0088,[-0.7951 0.8122 ],1.1365,0.0077,127,0.0001
208,-187.0807,[9.5650 -9.6438 ],[0.0062 -0.0061 ],0.0087,[-0.7994 0.7829 ],1.1189,0.0077,127,0.0001
209,-187.0903,[9.5712 -9.6499 ],[0.0060 -0.0061 ],0.0085,[-0.7709 0.7869 ],1.1016,0.0077,127,0.0001
210,-187.0997,[9.5772 -9.6560 ],[0.0060 -0.0059 ],0.0084,[-0.7746 0.7591 ],1.0846,0.0077,127,0.0001
211,-187.1087,[9.5832 -9.6618 ],[0.0058 -0.0059 ],0.0083,[-0.7475 0.7625 ],1.0678,0.0077,127,0.0001
212,-187.1175,[9.5890 -9.6677 ],[0.0058 -0.0057 ],0.0081,[-0.7505 0.7361 ],1.0512,0.0077,127,0.0001
213,-187.1259,[9.5948 -9.6734 ],[0.0056 -0.0057 ],0.0080,[-0.7248 0.7388 ],1.0350,0.0077,127,0.0001
214,-187.1342,[9.6004 -9.6792 ],[0.0056 -0.0055 ],0.0079,[-0.7272 0.7137 ],1.0189,0.0077,127,0.0001
215,-187.1421,[9.6060 -9.6847 ],[0.0054 -0.0055 ],0.0078,[-0.7028 0.7158 ],1.0032,0.0077,127,0.0001
216,-187.1499,[9.6114 -9.6902 ],[0.0055 -0.0054 ],0.0076,[-0.7046 0.6920 ],0.9876,0.0077,127,0.0001
217,-187.1574,[9.6169 -9.6956 ],[0.0053 -0.0054 ],0.0075,[-0.6814 0.6936 ],0.9723,0.0077,127,0.0001
218,-187.1646,[9.6222 -9.7010 ],[0.0053 -0.0052 ],0.0074,[-0.6827 0.6710 ],0.9573,0.0077,127,0.0001
219,-187.1717,[9.6275 -9.7062 ],[0.0051 -0.0052 ],0.0073,[-0.6607 0.6721 ],0.9425,0.0077,127,0.0001
220,-187.1785,[9.6326 -9.7114 ],[0.0051 -0.0050 ],0.0072,[-0.6616 0.6506 ],0.9279,0.0077,127,0.0001
221,-187.1851,[9.6377 -9.7164 ],[0.0050 -0.0050 ],0.0071,[-0.6406 0.6512 ],0.9135,0.0077,127,0.0001
222,-187.1915,[9.6427 -9.7214 ],[0.0050 -0.0049 ],0.0070,[-0.6410 0.6308 ],0.8993,0.0077,127,0.0001
223,-187.1977,[9.6476 -9.7263 ],[0.0048 -0.0049 ],0.0069,[-0.6211 0.6310 ],0.8854,0.0077,127,0.0001
224,-187.2037,[9.6524 -9.7312 ],[0.0048 -0.0047 ],0.0067,[-0.6212 0.6116 ],0.8717,0.0077,127,0.0001
225,-187.2096,[9.6572 -9.7359 ],[0.0047 -0.0047 ],0.0066,[-0.6022 0.6114 ],0.8582,0.0077,127,0.0001
226,-187.2152,[9.6619 -9.7407 ],[0.0047 -0.0046 ],0.0065,[-0.6019 0.5930 ],0.8449,0.0077,127,0.0001
227,-187.2207,[9.6666 -9.7453 ],[0.0045 -0.0046 ],0.0064,[-0.5839 0.5925 ],0.8318,0.0077,127,0.0001
228,-187.2260,[9.6711 -9.7498 ],[0.0045 -0.0045 ],0.0063,[-0.5832 0.5749 ],0.8190,0.0077,127,0.0001
229,-187.2312,[9.6756 -9.7543 ],[0.0044 -0.0044 ],0.0062,[-0.5661 0.5741 ],0.8063,0.0077,127,0.0001
230,-187.2362,[9.6800 -9.7587 ],[0.0044 -0.0043 ],0.0061,[-0.5652 0.5574 ],0.7938,0.0077,127,0.0001
231,-187.2410,[9.6843 -9.7631 ],[0.0042 -0.0043 ],0.0060,[-0.5488 0.5564 ],0.7815,0.0077,127,0.0001
232,-187.2457,[9.6886 -9.7674 ],[0.0042 -0.0042 ],0.0060,[-0.5477 0.5404 ],0.7694,0.0077,127,0.0001
233,-187.2503,[9.6928 -9.7715 ],[0.0041 -0.0042 ],0.0059,[-0.5321 0.5391 ],0.7575,0.0077,127,0.0001
234,-187.2547,[9.6970 -9.7757 ],[0.0041 -0.0041 ],0.0058,[-0.5307 0.5239 ],0.7458,0.0077,127,0.0001
235,-187.2589,[9.7011 -9.7798 ],[0.0040 -0.0040 ],0.0057,[-0.5159 0.5224 ],0.7342,0.0077,127,0.0001
236,-187.2631,[9.7051 -9.7838 ],[0.0040 -0.0039 ],0.0056,[-0.5143 0.5080 ],0.7229,0.0077,127,0.0001
237,-187.2671,[9.7090 -9.7878 ],[0.0039 -0.0039 ],0.0055,[-0.5002 0.5063 ],0.7117,0.0077,127,0.0001
238,-187.2710,[9.7129 -9.7917 ],[0.0039 -0.0038 ],0.0054,[-0.4984 0.4925 ],0.7006,0.0077,127,0.0001
239,-187.2748,[9.7168 -9.7955 ],[0.0038 -0.0038 ],0.0053,[-0.4849 0.4906 ],0.6898,0.0077,127,0.0001
240,-187.2784,[9.7205 -9.7993 ],[0.0037 -0.0037 ],0.0053,[-0.4830 0.4774 ],0.6791,0.0077,127,0.0001
241,-187.2819,[9.7243 -9.8030 ],[0.0036 -0.0037 ],0.0052,[-0.4701 0.4754 ],0.6686,0.0077,127,0.0001
242,-187.2854,[9.7279 -9.8067 ],[0.0036 -0.0036 ],0.0051,[-0.4680 0.4629 ],0.6582,0.0077,127,0.0001
243,-187.2887,[9.7315 -9.8102 ],[0.0035 -0.0036 ],0.0050,[-0.4557 0.4607 ],0.6481,0.0077,127,0.0001
244,-187.2919,[9.7350 -9.8138 ],[0.0035 -0.0035 ],0.0049,[-0.4535 0.4487 ],0.6380,0.0077,127,0.0001
245,-187.2951,[9.7386 -9.8173 ],[0.0034 -0.0035 ],0.0049,[-0.4418 0.4465 ],0.6281,0.0077,127,0.0001
246,-187.2981,[9.7420 -9.8207 ],[0.0034 -0.0034 ],0.0048,[-0.4395 0.4350 ],0.6184,0.0077,127,0.0001
247,-187.3010,[9.7454 -9.8241 ],[0.0033 -0.0033 ],0.0047,[-0.4283 0.4327 ],0.6088,0.0077,127,0.0001
248,-187.3039,[9.7487 -9.8275 ],[0.0033 -0.0033 ],0.0046,[-0.4259 0.4217 ],0.5994,0.0077,127,0.0001
249,-187.3066,[9.7520 -9.8307 ],[0.0032 -0.0032 ],0.0046,[-0.4153 0.4193 ],0.5901,0.0077,127,0.0001
250,-187.3093,[9.7552 -9.8340 ],[0.0032 -0.0032 ],0.0045,[-0.4128 0.4089 ],0.5810,0.0077,127,0.0001
251,-187.3119,[9.7584 -9.8371 ],[0.0031 -0.0031 ],0.0044,[-0.4026 0.4064 ],0.5720,0.0077,127,0.0001
252,-187.3144,[9.7615 -9.8403 ],[0.0031 -0.0031 ],0.0044,[-0.4000 0.3964 ],0.5631,0.0077,127,0.0001
253,-187.3169,[9.7646 -9.8433 ],[0.0030 -0.0030 ],0.0043,[-0.3903 0.3938 ],0.5544,0.0077,127,0.0001
254,-187.3192,[9.7676 -9.8464 ],[0.0030 -0.0030 ],0.0042,[-0.3877 0.3843 ],0.5458,0.0077,127,0.0001
255,-187.3215,[9.7706 -9.8494 ],[0.0029 -0.0030 ],0.0042,[-0.3783 0.3816 ],0.5374,0.0077,127,0.0001
256,-187.3237,[9.7736 -9.8523 ],[0.0029 -0.0029 ],0.0041,[-0.3757 0.3725 ],0.5291,0.0077,127,0.0001
257,-187.3259,[9.7765 -9.8552 ],[0.0028 -0.0029 ],0.0040,[-0.3668 0.3699 ],0.5209,0.0077,127,0.0001
258,-187.3280,[9.7793 -9.8581 ],[0.0028 -0.0028 ],0.0040,[-0.3641 0.3611 ],0.5128,0.0077,127,0.0001
259,-187.3300,[9.7821 -9.8609 ],[0.0028 -0.0028 ],0.0039,[-0.3556 0.3584 ],0.5049,0.0077,127,0.0001
260,-187.3319,[9.7849 -9.8636 ],[0.0027 -0.0027 ],0.0038,[-0.3529 0.3501 ],0.4971,0.0077,127,0.0001
261,-187.3338,[9.7876 -9.8664 ],[0.0027 -0.0027 ],0.0038,[-0.3447 0.3474 ],0.4894,0.0077,127,0.0001
262,-187.3357,[9.7903 -9.8690 ],[0.0026 -0.0026 ],0.0037,[-0.3420 0.3394 ],0.4818,0.0077,127,0.0001
263,-187.3375,[9.7929 -9.8717 ],[0.0026 -0.0026 ],0.0037,[-0.3341 0.3367 ],0.4743,0.0077,127,0.0001
264,-187.3392,[9.7955 -9.8743 ],[0.0026 -0.0025 ],0.0036,[-0.3314 0.3290 ],0.4670,0.0077,127,0.0001
265,-187.3409,[9.7981 -9.8768 ],[0.0025 -0.0025 ],0.0036,[-0.3239 0.3263 ],0.4598,0.0077,127,0.0001
266,-187.3425,[9.8006 -9.8793 ],[0.0025 -0.0025 ],0.0035,[-0.3212 0.3189 ],0.4526,0.0077,127,0.0001
267,-187.3441,[9.8031 -9.8818 ],[0.0024 -0.0024 ],0.0034,[-0.3140 0.3162 ],0.4456,0.0077,127,0.0001
268,-187.3456,[9.8055 -9.8843 ],[0.0024 -0.0024 ],0.0034,[-0.3113 0.3092 ],0.4387,0.0077,127,0.0001
269,-187.3471,[9.8079 -9.8867 ],[0.0024 -0.0024 ],0.0033,[-0.3044 0.3064 ],0.4319,0.0077,127,0.0001
270,-187.3485,[9.8103 -9.8890 ],[0.0023 -0.0023 ],0.0033,[-0.3017 0.2997 ],0.4252,0.0077,127,0.0001
271,-187.3499,[9.8126 -9.8913 ],[0.0023 -0.0023 ],0.0032,[-0.2951 0.2970 ],0.4187,0.0077,127,0.0001
272,-187.3512,[9.8149 -9.8936 ],[0.0023 -0.0022 ],0.0032,[-0.2924 0.2905 ],0.4122,0.0077,127,0.0001
273,-187.3525,[9.8172 -9.8959 ],[0.0022 -0.0022 ],0.0031,[-0.2861 0.2878 ],0.4058,0.0077,127,0.0001
274,-187.3538,[9.8194 -9.8981 ],[0.0022 -0.0022 ],0.0031,[-0.2834 0.2816 ],0.3995,0.0077,127,0.0001
275,-187.3550,[9.8216 -9.9003 ],[0.0021 -0.0022 ],0.0030,[-0.2773 0.2790 ],0.3933,0.0077,127,0.0001
276,-187.3562,[9.8237 -9.9025 ],[0.0021 -0.0021 ],0.0030,[-0.2746 0.2730 ],0.3872,0.0077,127,0.0001
277,-187.3574,[9.8258 -9.9046 ],[0.0021 -0.0021 ],0.0030,[-0.2688 0.2704 ],0.3812,0.0077,127,0.0001
278,-187.3585,[9.8279 -9.9067 ],[0.0021 -0.0020 ],0.0029,[-0.2662 0.2647 ],0.3753,0.0077,127,0.0001
279,-187.3596,[9.8300 -9.9087 ],[0.0020 -0.0020 ],0.0029,[-0.2606 0.2620 ],0.3695,0.0077,127,0.0001
280,-187.3606,[9.8320 -9.9107 ],[0.0020 -0.0020 ],0.0028,[-0.2580 0.2565 ],0.3638,0.0077,127,0.0001
281,-187.3616,[9.8340 -9.9127 ],[0.0020 -0.0020 ],0.0028,[-0.2526 0.2539 ],0.3582,0.0077,127,0.0001
282,-187.3626,[9.8360 -9.9147 ],[0.0019 -0.0019 ],0.0027,[-0.2500 0.2487 ],0.3526,0.0077,127,0.0001
283,-187.3636,[9.8379 -9.9166 ],[0.0019 -0.0019 ],0.0027,[-0.2449 0.2461 ],0.3472,0.0077,127,0.0001
284,-187.3645,[9.8398 -9.9185 ],[0.0019 -0.0019 ],0.0026,[-0.2423 0.2411 ],0.3418,0.0077,127,0.0001
285,-187.3654,[9.8417 -9.9204 ],[0.0018 -0.0018 ],0.0026,[-0.2374 0.2385 ],0.3365,0.0077,127,0.0001
286,-187.3663,[9.8435 -9.9222 ],[0.0018 -0.0018 ],0.0026,[-0.2348 0.2337 ],0.3313,0.0077,127,0.0001
287,-187.3671,[9.8453 -9.9241 ],[0.0018 -0.0018 ],0.0025,[-0.2301 0.2312 ],0.3262,0.0077,127,0.0001
288,-187.3679,[9.8471 -9.9258 ],[0.0018 -0.0018 ],0.0025,[-0.2276 0.2265 ],0.3211,0.0077,127,0.0001
289,-187.3687,[9.8489 -9.9276 ],[0.0017 -0.0017 ],0.0024,[-0.2230 0.2241 ],0.3161,0.0077,127,0.0001
290,-187.3695,[9.8506 -9.9293 ],[0.0017 -0.0017 ],0.0024,[-0.2206 0.2196 ],0.3112,0.0077,127,0.0001
291,-187.3702,[9.8523 -9.9310 ],[0.0017 -0.0017 ],0.0024,[-0.2162 0.2172 ],0.3064,0.0077,127,0.0001
292,-187.3709,[9.8540 -9.9327 ],[0.0017 -0.0016 ],0.0023,[-0.2138 0.2129 ],0.3017,0.0077,127,0.0001
293,-187.3716,[9.8556 -9.9344 ],[0.0016 -0.0016 ],0.0023,[-0.2096 0.2105 ],0.2970,0.0077,127,0.0001
294,-187.3723,[9.8572 -9.9360 ],[0.0016 -0.0016 ],0.0023,[-0.2072 0.2063 ],0.2924,0.0077,127,0.0001
295,-187.3730,[9.8588 -9.9376 ],[0.0016 -0.0016 ],0.0022,[-0.2031 0.2040 ],0.2879,0.0077,127,0.0001
296,-187.3736,[9.8604 -9.9392 ],[0.0016 -0.0015 ],0.0022,[-0.2008 0.2000 ],0.2834,0.0077,127,0.0001
297,-187.3742,[9.8620 -9.9407 ],[0.0015 -0.0015 ],0.0022,[-0.1969 0.1977 ],0.2790,0.0077,127,0.0001
298,-187.3748,[9.8635 -9.9422 ],[0.0015 -0.0015 ],0.0021,[-0.1946 0.1939 ],0.2747,0.0077,127,0.0001
299,-187.3754,[9.8650 -9.9437 ],[0.0015 -0.0015 ],0.0021,[-0.1909 0.1916 ],0.2705,0.0077,127,0.0001
300,-187.3760,[9.8665 -9.9452 ],[0.0015 -0.0015 ],0.0021,[-0.1886 0.1879 ],0.2663,0.0077,127,0.0001
301,-187.3765,[9.8679 -9.9467 ],[0.0014 -0.0014 ],0.0020,[-0.1850 0.1857 ],0.2622,0.0077,127,0.0001
302,-187.3770,[9.8694 -9.9481 ],[0.0014 -0.0014 ],0.0020,[-0.1828 0.1822 ],0.2581,0.0077,127,0.0001
303,-187.3776,[9.8708 -9.9495 ],[0.0014 -0.0014 ],0.0020,[-0.1794 0.1800 ],0.2541,0.0077,127,0.0001
304,-187.3781,[9.8722 -9.9509 ],[0.0014 -0.0014 ],0.0019,[-0.1772 0.1766 ],0.2502,0.0077,127,0.0001
305,-187.3785,[9.8736 -9.9523 ],[0.0013 -0.0014 ],0.0019,[-0.1739 0.1745 ],0.2463,0.0077,127,0.0001
306,-187.3790,[9.8749 -9.9536 ],[0.0013 -0.0013 ],0.0019,[-0.1717 0.1712 ],0.2425,0.0077,127,0.0001
307,-187.3795,[9.8762 -9.9550 ],[0.0013 -0.0013 ],0.0018,[-0.1685 0.1691 ],0.2387,0.0077,127,0.0001
308,-187.3799,[9.8775 -9.9563 ],[0.0013 -0.0013 ],0.0018,[-0.1665 0.1659 ],0.2350,0.0077,127,0.0001
309,-187.3803,[9.8788 -9.9576 ],[0.0013 -0.0013 ],0.0018,[-0.1634 0.1639 ],0.2314,0.0077,127,0.0001
310,-187.3807,[9.8801 -9.9588 ],[0.0012 -0.0012 ],0.0018,[-0.1613 0.1608 ],0.2278,0.0077,127,0.0001
311,-187.3811,[9.8813 -9.9601 ],[0.0012 -0.0012 ],0.0017,[-0.1583 0.1588 ],0.2243,0.0077,127,0.0001
312,-187.3815,[9.8826 -9.9613 ],[0.0012 -0.0012 ],0.0017,[-0.1564 0.1559 ],0.2208,0.0077,127,0.0001
313,-187.3819,[9.8838 -9.9625 ],[0.0012 -0.0012 ],0.0017,[-0.1535 0.1539 ],0.2174,0.0077,127,0.0001
314,-187.3822,[9.8850 -9.9637 ],[0.0012 -0.0012 ],0.0017,[-0.1516 0.1511 ],0.2140,0.0077,127,0.0001
315,-187.3826,[9.8861 -9.9649 ],[0.0012 -0.0012 ],0.0016,[-0.1488 0.1492 ],0.2107,0.0077,127,0.0001
316,-187.3829,[9.8873 -9.9660 ],[0.0011 -0.0011 ],0.0016,[-0.1469 0.1465 ],0.2074,0.0077,127,0.0001
317,-187.3833,[9.8884 -9.9672 ],[0.0011 -0.0011 ],0.0016,[-0.1442 0.1446 ],0.2042,0.0077,127,0.0001
318,-187.3836,[9.8895 -9.9683 ],[0.0011 -0.0011 ],0.0016,[-0.1424 0.1420 ],0.2011,0.0077,127,0.0001
319,-187.3839,[9.8906 -9.9694 ],[0.0011 -0.0011 ],0.0015,[-0.1398 0.1402 ],0.1980,0.0077,127,0.0001
320,-187.3842,[9.8917 -9.9705 ],[0.0011 -0.0011 ],0.0015,[-0.1380 0.1376 ],0.1949,0.0077,127,0.0001
321,-187.3845,[9.8928 -9.9715 ],[0.0010 -0.0011 ],0.0015,[-0.1355 0.1359 ],0.1919,0.0077,127,0.0001
322,-187.3848,[9.8938 -9.9726 ],[0.0010 -0.0010 ],0.0015,[-0.1337 0.1334 ],0.1889,0.0077,127,0.0001
323,-187.3851,[9.8949 -9.9736 ],[0.0010 -0.0010 ],0.0014,[-0.1314 0.1317 ],0.1860,0.0077,127,0.0001
324,-187.3853,[9.8959 -9.9746 ],[0.0010 -0.0010 ],0.0014,[-0.1296 0.1293 ],0.1831,0.0077,127,0.0001
325,-187.3856,[9.8969 -9.9756 ],[0.0010 -0.0010 ],0.0014,[-0.1273 0.1276 ],0.1803,0.0077,127,0.0001
326,-187.3858,[9.8979 -9.9766 ],[0.0010 -0.0010 ],0.0014,[-0.1256 0.1254 ],0.1775,0.0077,127,0.0001
327,-187.3861,[9.8989 -9.9776 ],[0.0010 -0.0010 ],0.0014,[-0.1234 0.1237 ],0.1747,0.0077,127,0.0001
328,-187.3863,[9.8998 -9.9786 ],[0.0009 -0.0009 ],0.0013,[-0.1218 0.1215 ],0.1720,0.0077,127,0.0001
329,-187.3865,[9.9008 -9.9795 ],[0.0009 -0.0009 ],0.0013,[-0.1196 0.1199 ],0.1694,0.0077,127,0.0001
330,-187.3868,[9.9017 -9.9804 ],[0.0009 -0.0009 ],0.0013,[-0.1180 0.1178 ],0.1667,0.0077,127,0.0001
331,-187.3870,[9.9026 -9.9813 ],[0.0009 -0.0009 ],0.0013,[-0.1160 0.1162 ],0.1642,0.0077,127,0.0001
332,-187.3872,[9.9035 -9.9822 ],[0.0009 -0.0009 ],0.0013,[-0.1144 0.1142 ],0.1616,0.0077,127,0.0001
333,-187.3874,[9.9044 -9.9831 ],[0.0009 -0.0009 ],0.0012,[-0.1124 0.1126 ],0.1591,0.0077,127,0.0001
334,-187.3876,[9.9052 -9.9840 ],[0.0009 -0.0009 ],0.0012,[-0.1109 0.1107 ],0.1567,0.0077,127,0.0001
335,-187.3878,[9.9061 -9.9848 ],[0.0008 -0.0008 ],0.0012,[-0.1089 0.1092 ],0.1542,0.0077,127,0.0001
336,-187.3879,[9.9069 -9.9857 ],[0.0008 -0.0008 ],0.0012,[-0.1075 0.1073 ],0.1518,0.0077,127,0.0001
337,-187.3881,[9.9078 -9.9865 ],[0.0008 -0.0008 ],0.0012,[-0.1056 0.1058 ],0.1495,0.0077,127,0.0001
338,-187.3883,[9.9086 -9.9873 ],[0.0008 -0.0008 ],0.0011,[-0.1042 0.1040 ],0.1472,0.0077,127,0.0001
339,-187.3885,[9.9094 -9.9881 ],[0.0008 -0.0008 ],0.0011,[-0.1024 0.1025 ],0.1449,0.0077,127,0.0001
340,-187.3886,[9.9102 -9.9889 ],[0.0008 -0.0008 ],0.0011,[-0.1010 0.1008 ],0.1427,0.0077,127,0.0001
341,-187.3888,[9.9110 -9.9897 ],[0.0008 -0.0008 ],0.0011,[-0.0992 0.0994 ],0.1404,0.0077,127,0.0001
342,-187.3889,[9.9117 -9.9905 ],[0.0008 -0.0008 ],0.0011,[-0.0979 0.0977 ],0.1383,0.0077,127,0.0001
343,-187.3891,[9.9125 -9.9912 ],[0.0007 -0.0007 ],0.0011,[-0.0962 0.0963 ],0.1361,0.0077,127,0.0001
344,-187.3892,[9.9132 -9.9920 ],[0.0007 -0.0007 ],0.0010,[-0.0948 0.0947 ],0.1340,0.0077,127,0.0001
345,-187.3893,[9.9140 -9.9927 ],[0.0007 -0.0007 ],0.0010,[-0.0932 0.0934 ],0.1319,0.0077,127,0.0001
346,-187.3895,[9.9147 -9.9934 ],[0.0007 -0.0007 ],0.0010,[-0.0919 0.0918 ],0.1299,0.0077,127,0.0001
347,-187.3896,[9.9154 -9.9942 ],[0.0007 -0.0007 ],0.0010,[-0.0904 0.0905 ],0.1279,0.0077,127,0.0001
348,-187.3897,[9.9161 -9.9949 ],[0.0007 -0.0007 ],0.0010,[-0.0891 0.0890 ],0.1259,0.0077,127,0.0001
349,-187.3899,[9.9168 -9.9955 ],[0.0007 -0.0007 ],0.0010,[-0.0876 0.0877 ],0.1240,0.0077,127,0.0001
350,-187.3900,[9.9175 -9.9962 ],[0.0007 -0.0007 ],0.0009,[-0.0864 0.0862 ],0.1220,0.0077,127,0.0001
351,-187.3901,[9.9181 -9.9969 ],[0.0007 -0.0007 ],0.0009,[-0.0849 0.0850 ],0.1202,0.0077,127,0.0001
352,-187.3902,[9.9188 -9.9975 ],[0.0006 -0.0006 ],0.0009,[-0.0837 0.0836 ],0.1183,0.0077,127,0.0001
353,-187.3903,[9.9195 -9.9982 ],[0.0006 -0.0006 ],0.0009,[-0.0823 0.0824 ],0.1165,0.0077,127,0.0001
354,-187.3904,[9.9201 -9.9988 ],[0.0006 -0.0006 ],0.0009,[-0.0811 0.0810 ],0.1147,0.0077,127,0.0001
355,-187.3905,[9.9207 -9.9995 ],[0.0006 -0.0006 ],0.0009,[-0.0798 0.0799 ],0.1129,0.0077,127,0.0001
356,-187.3906,[9.9213 -10.0001 ],[0.0006 -0.0006 ],0.0009,[-0.0786 0.0785 ],0.1111,0.0077,127,0.0001
357,-187.3907,[9.9219 -10.0007 ],[0.0006 -0.0006 ],0.0008,[-0.0773 0.0774 ],0.1094,0.0077,127,0.0001
358,-187.3908,[9.9225 -10.0013 ],[0.0006 -0.0006 ],0.0008,[-0.0762 0.0761 ],0.1077,0.0077,127,0.0001
359,-187.3909,[9.9231 -10.0019 ],[0.0006 -0.0006 ],0.0008,[-0.0749 0.0750 ],0.1061,0.0077,127,0.0001
360,-187.3910,[9.9237 -10.0025 ],[0.0006 -0.0006 ],0.0008,[-0.0739 0.0738 ],0.1044,0.0077,127,0.0001
361,-187.3911,[9.9243 -10.0030 ],[0.0006 -0.0006 ],0.0008,[-0.0726 0.0727 ],0.1028,0.0077,127,0.0001
362,-187.3911,[9.9248 -10.0036 ],[0.0006 -0.0006 ],0.0008,[-0.0716 0.0715 ],0.1012,0.0077,127,0.0001
363,-187.3912,[9.9254 -10.0041 ],[0.0005 -0.0005 ],0.0008,[-0.0704 0.0705 ],0.0996,0.0077,127,0.0001
364,-187.3913,[9.9259 -10.0047 ],[0.0005 -0.0005 ],0.0008,[-0.0694 0.0693 ],0.0981,0.0077,127,0.0001
365,-187.3914,[9.9265 -10.0052 ],[0.0005 -0.0005 ],0.0007,[-0.0682 0.0683 ],0.0966,0.0077,127,0.0001
366,-187.3914,[9.9270 -10.0058 ],[0.0005 -0.0005 ],0.0007,[-0.0673 0.0672 ],0.0951,0.0077,127,0.0001
367,-187.3915,[9.9275 -10.0063 ],[0.0005 -0.0005 ],0.0007,[-0.0662 0.0662 ],0.0936,0.0077,127,0.0001
368,-187.3916,[9.9280 -10.0068 ],[0.0005 -0.0005 ],0.0007,[-0.0652 0.0651 ],0.0922,0.0077,127,0.0001
369,-187.3916,[9.9286 -10.0073 ],[0.0005 -0.0005 ],0.0007,[-0.0641 0.0642 ],0.0907,0.0077,127,0.0001
370,-187.3917,[9.9290 -10.0078 ],[0.0005 -0.0005 ],0.0007,[-0.0632 0.0631 ],0.0893,0.0077,127,0.0001
371,-187.3918,[9.9295 -10.0083 ],[0.0005 -0.0005 ],0.0007,[-0.0622 0.0622 ],0.0879,0.0077,127,0.0001
372,-187.3918,[9.9300 -10.0088 ],[0.0005 -0.0005 ],0.0007,[-0.0613 0.0612 ],0.0866,0.0077,127,0.0001
373,-187.3919,[9.9305 -10.0092 ],[0.0005 -0.0005 ],0.0007,[-0.0602 0.0603 ],0.0852,0.0077,127,0.0001
374,-187.3919,[9.9310 -10.0097 ],[0.0005 -0.0005 ],0.0006,[-0.0594 0.0593 ],0.0839,0.0077,127,0.0001
375,-187.3920,[9.9314 -10.0102 ],[0.0005 -0.0005 ],0.0006,[-0.0584 0.0584 ],0.0826,0.0077,127,0.0001
376,-187.3920,[9.9319 -10.0106 ],[0.0004 -0.0004 ],0.0006,[-0.0575 0.0575 ],0.0813,0.0077,127,0.0001
377,-187.3921,[9.9323 -10.0111 ],[0.0004 -0.0004 ],0.0006,[-0.0566 0.0567 ],0.0801,0.0077,127,0.0001
378,-187.3921,[9.9328 -10.0115 ],[0.0004 -0.0004 ],0.0006,[-0.0558 0.0557 ],0.0788,0.0077,127,0.0001
379,-187.3922,[9.9332 -10.0119 ],[0.0004 -0.0004 ],0.0006,[-0.0549 0.0549 ],0.0776,0.0077,127,0.0001
380,-187.3922,[9.9336 -10.0124 ],[0.0004 -0.0004 ],0.0006,[-0.0541 0.0540 ],0.0764,0.0077,127,0.0001
381,-187.3923,[9.9340 -10.0128 ],[0.0004 -0.0004 ],0.0006,[-0.0532 0.0532 ],0.0752,0.0077,127,0.0001
382,-187.3923,[9.9344 -10.0132 ],[0.0004 -0.0004 ],0.0006,[-0.0524 0.0524 ],0.0741,0.0077,127,0.0001
383,-187.3924,[9.9348 -10.0136 ],[0.0004 -0.0004 ],0.0006,[-0.0515 0.0516 ],0.0729,0.0077,127,0.0001
384,-187.3924,[9.9352 -10.0140 ],[0.0004 -0.0004 ],0.0006,[-0.0508 0.0507 ],0.0718,0.0077,127,0.0001
