n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
192,-187.3663,[9.8443 -9.9220 ],[0.4607 -0.4623 ],0.6526,[-0.1014 0.3658 ],0.3796,0.0077,127,0.0001
193,-187.3680,[9.8479 -9.9256 ],[0.0958 -0.3571 ],0.3697,[-0.0958 0.3571 ],0.3697,0.0077,127,0.0001
194,-187.3688,[9.8487 -9.9284 ],[0.4412 -0.4397 ],0.6229,[-0.3492 0.0967 ],0.3623,0.0077,127,0.0001
195,-187.3703,[9.8521 -9.9318 ],[0.3409 -0.0914 ],0.3529,[-0.3409 0.0914 ],0.3529,0.0077,127,0.0001
196,-187.3710,[9.8547 -9.9325 ],[0.4196 -0.4211 ],0.5945,[-0.0922 0.3333 ],0.3459,0.0077,127,0.0001
197,-187.3724,[9.8580 -9.9358 ],[0.0872 -0.3254 ],0.3368,[-0.0872 0.3254 ],0.3368,0.0077,127,0.0001
198,-187.3730,[9.8586 -9.9383 ],[0.4019 -0.4005 ],0.5674,[-0.3182 0.0880 ],0.3301,0.0077,127,0.0001
199,-187.3743,[9.8617 -9.9414 ],[0.3106 -0.0832 ],0.3215,[-0.3106 0.0832 ],0.3215,0.0077,127,0.0001
200,-187.3749,[9.8642 -9.9420 ],[0.3822 -0.3836 ],0.5415,[-0.0840 0.3037 ],0.3151,0.0077,127,0.0001
201,-187.3760,[9.8671 -9.9450 ],[0.0794 -0.2964 ],0.3069,[-0.0794 0.2964 ],0.3069,0.0077,127,0.0001
202,-187.3765,[9.8677 -9.9473 ],[0.3661 -0.3648 ],0.5168,[-0.2899 0.0801 ],0.3007,0.0077,127,0.0001
203,-187.3776,[9.8706 -9.9501 ],[0.2829 -0.0757 ],0.2929,[-0.2829 0.0757 ],0.2929,0.0077,127,0.0001
204,-187.3781,[9.8727 -9.9507 ],[0.3482 -0.3494 ],0.4932,[-0.0764 0.2767 ],0.2870,0.0077,127,0.0001
205,-187.3790,[9.8754 -9.9534 ],[0.0722 -0.2701 ],0.2796,[-0.0722 0.2701 ],0.2796,0.0077,127,0.0001
206,-187.3795,[9.8760 -9.9555 ],[0.3335 -0.3323 ],0.4708,[-0.2641 0.0729 ],0.2740,0.0077,127,0.0001
207,-187.3803,[9.8786 -9.9581 ],[0.2578 -0.0689 ],0.2668,[-0.2578 0.0689 ],0.2668,0.0077,127,0.0001
208,-187.3807,[9.8806 -9.9586 ],[0.3171 -0.3183 ],0.4493,[-0.0696 0.2521 ],0.2615,0.0077,127,0.0001
209,-187.3815,[9.8830 -9.9611 ],[0.0657 -0.2461 ],0.2547,[-0.0657 0.2461 ],0.2547,0.0077,127,0.0001
210,-187.3819,[9.8835 -9.9630 ],[0.3037 -0.3027 ],0.4288,[-0.2406 0.0664 ],0.2496,0.0077,127,0.0001
211,-187.3826,[9.8859 -9.9653 ],[0.2349 -0.0627 ],0.2431,[-0.2349 0.0627 ],0.2431,0.0077,127,0.0001
212,-187.3829,[9.8877 -9.9658 ],[0.2889 -0.2899 ],0.4093,[-0.0633 0.2296 ],0.2382,0.0077,127,0.0001
213,-187.3836,[9.8899 -9.9680 ],[0.0599 -0.2242 ],0.2320,[-0.0599 0.2242 ],0.2320,0.0077,127,0.0001
214,-187.3839,[9.8904 -9.9698 ],[0.2767 -0.2757 ],0.3906,[-0.2192 0.0604 ],0.2274,0.0077,127,0.0001
215,-187.3845,[9.8926 -9.9719 ],[0.2140 -0.0571 ],0.2215,[-0.2140 0.0571 ],0.2215,0.0077,127,0.0001
216,-187.3848,[9.8942 -9.9724 ],[0.2631 -0.2641 ],0.3728,[-0.0576 0.2092 ],0.2170,0.0077,127,0.0001
217,-187.3853,[9.8962 -9.9744 ],[0.0545 -0.2042 ],0.2114,[-0.0545 0.2042 ],0.2114,0.0077,127,0.0001
218,-187.3856,[9.8967 -9.9760 ],[0.2520 -0.2511 ],0.3558,[-0.1997 0.0550 ],0.2071,0.0077,127,0.0001
219,-187.3861,[9.8986 -9.9779 ],[0.1949 -0.0520 ],0.2017,[-0.1949 0.0520 ],0.2017,0.0077,127,0.0001
220,-187.3863,[9.9001 -9.9783 ],[0.2397 -0.2405 ],0.3396,[-0.0525 0.1906 ],0.1977,0.0077,127,0.0001
221,-187.3867,[9.9020 -9.9802 ],[0.0496 -0.1861 ],0.1926,[-0.0496 0.1861 ],0.1926,0.0077,127,0.0001
222,-187.3870,[9.9024 -9.9816 ],[0.2296 -0.2288 ],0.3241,[-0.1819 0.0501 ],0.1887,0.0077,127,0.0001
223,-187.3874,[9.9041 -9.9834 ],[0.1776 -0.0473 ],0.1838,[-0.1776 0.0473 ],0.1838,0.0077,127,0.0001
224,-187.3876,[9.9055 -9.9838 ],[0.2183 -0.2191 ],0.3093,[-0.0478 0.1736 ],0.1801,0.0077,127,0.0001
225,-187.3879,[9.9072 -9.9855 ],[0.0452 -0.1695 ],0.1754,[-0.0452 0.1695 ],0.1754,0.0077,127,0.0001
226,-187.3881,[9.9076 -9.9868 ],[0.2091 -0.2084 ],0.2952,[-0.1657 0.0456 ],0.1719,0.0077,127,0.0001
227,-187.3884,[9.9092 -9.9884 ],[0.1618 -0.0431 ],0.1674,[-0.1618 0.0431 ],0.1674,0.0077,127,0.0001
228,-187.3886,[9.9104 -9.9887 ],[0.1989 -0.1996 ],0.2817,[-0.0435 0.1582 ],0.1641,0.0077,127,0.0001
229,-187.3889,[9.9120 -9.9903 ],[0.0411 -0.1544 ],0.1598,[-0.0411 0.1544 ],0.1598,0.0077,127,0.0001
230,-187.3891,[9.9123 -9.9915 ],[0.1905 -0.1898 ],0.2689,[-0.1510 0.0415 ],0.1566,0.0077,127,0.0001
231,-187.3893,[9.9138 -9.9929 ],[0.1474 -0.0392 ],0.1525,[-0.1474 0.0392 ],0.1525,0.0077,127,0.0001
232,-187.3895,[9.9149 -9.9932 ],[0.1811 -0.1818 ],0.2566,[-0.0396 0.1441 ],0.1495,0.0077,127,0.0001
233,-187.3897,[9.9163 -9.9946 ],[0.0374 -0.1407 ],0.1456,[-0.0374 0.1407 ],0.1456,0.0077,127,0.0001
234,-187.3898,[9.9166 -9.9957 ],[0.1735 -0.1729 ],0.2449,[-0.1376 0.0378 ],0.1427,0.0077,127,0.0001
235,-187.3901,[9.9179 -9.9971 ],[0.1343 -0.0357 ],0.1389,[-0.1343 0.0357 ],0.1389,0.0077,127,0.0001
236,-187.3902,[9.9190 -9.9973 ],[0.1650 -0.1656 ],0.2338,[-0.0361 0.1313 ],0.1362,0.0077,127,0.0001
237,-187.3904,[9.9203 -9.9986 ],[0.0341 -0.1282 ],0.1326,[-0.0341 0.1282 ],0.1326,0.0077,127,0.0001
238,-187.3905,[9.9205 -9.9996 ],[0.1580 -0.1575 ],0.2231,[-0.1253 0.0344 ],0.1300,0.0077,127,0.0001
239,-187.3907,[9.9217 -10.0008 ],[0.1223 -0.0325 ],0.1266,[-0.1223 0.0325 ],0.1266,0.0077,127,0.0001
240,-187.3908,[9.9227 -10.0011 ],[0.1503 -0.1508 ],0.2129,[-0.0328 0.1196 ],0.1240,0.0077,127,0.0001
241,-187.3910,[9.9239 -10.0023 ],[0.0310 -0.1168 ],0.1208,[-0.0310 0.1168 ],0.1208,0.0077,127,0.0001
242,-187.3910,[9.9241 -10.0032 ],[0.1440 -0.1434 ],0.2032,[-0.1142 0.0313 ],0.1184,0.0077,127,0.0001
243,-187.3912,[9.9252 -10.0043 ],[0.1114 -0.0296 ],0.1153,[-0.1114 0.0296 ],0.1153,0.0077,127,0.0001
244,-187.3913,[9.9261 -10.0045 ],[0.1369 -0.1374 ],0.1940,[-0.0299 0.1090 ],0.1130,0.0077,127,0.0001
245,-187.3914,[9.9271 -10.0056 ],[0.0282 -0.1064 ],0.1100,[-0.0282 0.1064 ],0.1100,0.0077,127,0.0001
246,-187.3915,[9.9274 -10.0064 ],[0.1311 -0.1307 ],0.1851,[-0.1040 0.0285 ],0.1078,0.0077,127,0.0001
247,-187.3916,[9.9284 -10.0074 ],[0.1015 -0.0270 ],0.1050,[-0.1015 0.0270 ],0.1050,0.0077,127,0.0001
248,-187.3917,[9.9292 -10.0076 ],[0.1247 -0.1252 ],0.1767,[-0.0272 0.0993 ],0.1029,0.0077,127,0.0001
249,-187.3918,[9.9301 -10.0086 ],[0.0257 -0.0969 ],0.1002,[-0.0257 0.0969 ],0.1002,0.0077,127,0.0001
250,-187.3919,[9.9303 -10.0093 ],[0.1194 -0.1190 ],0.1686,[-0.0947 0.0260 ],0.0982,0.0077,127,0.0001
251,-187.3920,[9.9312 -10.0102 ],[0.0925 -0.0245 ],0.0957,[-0.0925 0.0245 ],0.0957,0.0077,127,0.0001
252,-187.3920,[9.9320 -10.0104 ],[0.1136 -0.1140 ],0.1609,[-0.0248 0.0904 ],0.0938,0.0077,127,0.0001
253,-187.3921,[9.9328 -10.0113 ],[0.0234 -0.0883 ],0.0913,[-0.0234 0.0883 ],0.0913,0.0077,127,0.0001
254,-187.3922,[9.9330 -10.0120 ],[0.1088 -0.1084 ],0.1536,[-0.0863 0.0236 ],0.0895,0.0077,127,0.0001
255,-187.3923,[9.9339 -10.0128 ],[0.0842 -0.0223 ],0.0872,[-0.0842 0.0223 ],0.0872,0.0077,127,0.0001
256,-187.3923,[9.9345 -10.0130 ],[0.1035 -0.1038 ],0.1466,[-0.0226 0.0824 ],0.0854,0.0077,127,0.0001
257,-187.3924,[9.9353 -10.0138 ],[0.0213 -0.0804 ],0.0832,[-0.0213 0.0804 ],0.0832,0.0077,127,0.0001
258,-187.3924,[9.9355 -10.0144 ],[0.0991 -0.0988 ],0.1399,[-0.0786 0.0215 ],0.0815,0.0077,127,0.0001
259,-187.3925,[9.9362 -10.0152 ],[0.0767 -0.0204 ],0.0794,[-0.0767 0.0204 ],0.0794,0.0077,127,0.0001
260,-187.3926,[9.9368 -10.0154 ],[0.0942 -0.0946 ],0.1335,[-0.0205 0.0750 ],0.0778,0.0077,127,0.0001
261,-187.3926,[9.9376 -10.0161 ],[0.0194 -0.0733 ],0.0758,[-0.0194 0.0733 ],0.0758,0.0077,127,0.0001
262,-187.3927,[9.9377 -10.0167 ],[0.0903 -0.0900 ],0.1274,[-0.0716 0.0196 ],0.0743,0.0077,127,0.0001
263,-187.3927,[9.9384 -10.0174 ],[0.0699 -0.0185 ],0.0723,[-0.0699 0.0185 ],0.0723,0.0077,127,0.0001
264,-187.3928,[9.9390 -10.0175 ],[0.0859 -0.0862 ],0.1216,[-0.0187 0.0684 ],0.0709,0.0077,127,0.0001
265,-187.3928,[9.9396 -10.0182 ],[0.0177 -0.0667 ],0.0690,[-0.0177 0.0667 ],0.0690,0.0077,127,0.0001
266,-187.3928,[9.9398 -10.0187 ],[0.0822 -0.0819 ],0.1161,[-0.0652 0.0179 ],0.0676,0.0077,127,0.0001
267,-187.3929,[9.9404 -10.0193 ],[0.0637 -0.0169 ],0.0659,[-0.0637 0.0169 ],0.0659,0.0077,127,0.0001
268,-187.3929,[9.9409 -10.0195 ],[0.0782 -0.0785 ],0.1108,[-0.0170 0.0623 ],0.0646,0.0077,127,0.0001
269,-187.3930,[9.9415 -10.0201 ],[0.0161 -0.0608 ],0.0629,[-0.0161 0.0608 ],0.0629,0.0077,127,0.0001
270,-187.3930,[9.9416 -10.0205 ],[0.0749 -0.0746 ],0.1057,[-0.0594 0.0163 ],0.0616,0.0077,127,0.0001
271,-187.3930,[9.9422 -10.0211 ],[0.0580 -0.0154 ],0.0600,[-0.0580 0.0154 ],0.0600,0.0077,127,0.0001
272,-187.3930,[9.9426 -10.0212 ],[0.0712 -0.0715 ],0.1009,[-0.0155 0.0567 ],0.0588,0.0077,127,0.0001
273,-187.3931,[9.9432 -10.0218 ],[0.0147 -0.0554 ],0.0573,[-0.0147 0.0554 ],0.0573,0.0077,127,0.0001
274,-187.3931,[9.9433 -10.0222 ],[0.0682 -0.0680 ],0.0963,[-0.0541 0.0148 ],0.0561,0.0077,127,0.0001
275,-187.3931,[9.9438 -10.0227 ],[0.0529 -0.0140 ],0.0547,[-0.0529 0.0140 ],0.0547,0.0077,127,0.0001
276,-187.3932,[9.9443 -10.0228 ],[0.0649 -0.0651 ],0.0919,[-0.0141 0.0517 ],0.0536,0.0077,127,0.0001
277,-187.3932,[9.9448 -10.0233 ],[0.0134 -0.0504 ],0.0522,[-0.0134 0.0504 ],0.0522,0.0077,127,0.0001
278,-187.3932,[9.9449 -10.0237 ],[0.0621 -0.0619 ],0.0877,[-0.0493 0.0135 ],0.0511,0.0077,127,0.0001
279,-187.3932,[9.9453 -10.0242 ],[0.0481 -0.0127 ],0.0498,[-0.0481 0.0127 ],0.0498,0.0077,127,0.0001
280,-187.3933,[9.9457 -10.0243 ],[0.0591 -0.0593 ],0.0837,[-0.0129 0.0471 ],0.0488,0.0077,127,0.0001
281,-187.3933,[9.9462 -10.0248 ],[0.0122 -0.0460 ],0.0475,[-0.0122 0.0460 ],0.0475,0.0077,127,0.0001
282,-187.3933,[9.9463 -10.0251 ],[0.0566 -0.0564 ],0.0799,[-0.0449 0.0123 ],0.0466,0.0077,127,0.0001
283,-187.3933,[9.9467 -10.0256 ],[0.0439 -0.0116 ],0.0454,[-0.0439 0.0116 ],0.0454,0.0077,127,0.0001
284,-187.3933,[9.9470 -10.0257 ],[0.0538 -0.0540 ],0.0763,[-0.0117 0.0429 ],0.0445,0.0077,127,0.0001
285,-187.3933,[9.9475 -10.0261 ],[0.0111 -0.0419 ],0.0433,[-0.0111 0.0419 ],0.0433,0.0077,127,0.0001
286,-187.3934,[9.9475 -10.0264 ],[0.0516 -0.0514 ],0.0728,[-0.0409 0.0112 ],0.0424,0.0077,127,0.0001
287,-187.3934,[9.9479 -10.0268 ],[0.0400 -0.0106 ],0.0413,[-0.0400 0.0106 ],0.0413,0.0077,127,0.0001
288,-187.3934,[9.9483 -10.0269 ],[0.0490 -0.0492 ],0.0695,[-0.0107 0.0391 ],0.0405,0.0077,127,0.0001
289,-187.3934,[9.9486 -10.0273 ],[0.0101 -0.0381 ],0.0394,[-0.0101 0.0381 ],0.0394,0.0077,127,0.0001
290,-187.3934,[9.9487 -10.0276 ],[0.0470 -0.0468 ],0.0663,[-0.0373 0.0102 ],0.0387,0.0077,127,0.0001
291,-187.3934,[9.9491 -10.0279 ],[0.0364 -0.0096 ],0.0376,[-0.0364 0.0096 ],0.0376,0.0077,127,0.0001
292,-187.3934,[9.9494 -10.0280 ],[0.0447 -0.0448 ],0.0633,[-0.0097 0.0356 ],0.0369,0.0077,127,0.0001
293,-187.3935,[9.9497 -10.0283 ],[0.0092 -0.0347 ],0.0359,[-0.0092 0.0347 ],0.0359,0.0077,127,0.0001
294,-187.3935,[9.9498 -10.0286 ],[0.0428 -0.0426 ],0.0604,[-0.0340 0.0093 ],0.0352,0.0077,127,0.0001
295,-187.3935,[9.9501 -10.0289 ],[0.0332 -0.0088 ],0.0343,[-0.0332 0.0088 ],0.0343,0.0077,127,0.0001
296,-187.3935,[9.9504 -10.0290 ],[0.0407 -0.0408 ],0.0576,[-0.0089 0.0324 ],0.0336,0.0077,127,0.0001
297,-187.3935,[9.9507 -10.0293 ],[0.0084 -0.0316 ],0.0327,[-0.0084 0.0316 ],0.0327,0.0077,127,0.0001
298,-187.3935,[9.9507 -10.0296 ],[0.0390 -0.0388 ],0.0550,[-0.0309 0.0084 ],0.0321,0.0077,127,0.0001
299,-187.3935,[9.9510 -10.0299 ],[0.0302 -0.0080 ],0.0312,[-0.0302 0.0080 ],0.0312,0.0077,127,0.0001
300,-187.3935,[9.9513 -10.0299 ],[0.0371 -0.0372 ],0.0525,[-0.0081 0.0295 ],0.0306,0.0077,127,0.0001
301,-187.3935,[9.9516 -10.0302 ],[0.0076 -0.0288 ],0.0298,[-0.0076 0.0288 ],0.0298,0.0077,127,0.0001
302,-187.3935,[9.9516 -10.0304 ],[0.0355 -0.0354 ],0.0501,[-0.0282 0.0077 ],0.0292,0.0077,127,0.0001
303,-187.3935,[9.9519 -10.0307 ],[0.0275 -0.0073 ],0.0285,[-0.0275 0.0073 ],0.0285,0.0077,127,0.0001
304,-187.3936,[9.9521 -10.0308 ],[0.0338 -0.0339 ],0.0478,[-0.0073 0.0269 ],0.0279,0.0077,127,0.0001
305,-187.3936,[9.9524 -10.0310 ],[0.0069 -0.0263 ],0.0272,[-0.0069 0.0263 ],0.0272,0.0077,127,0.0001
306,-187.3936,[9.9524 -10.0312 ],[0.0323 -0.0322 ],0.0456,[-0.0257 0.0070 ],0.0266,0.0077,127,0.0001
307,-187.3936,[9.9527 -10.0315 ],[0.0251 -0.0066 ],0.0259,[-0.0251 0.0066 ],0.0259,0.0077,127,0.0001
308,-187.3936,[9.9529 -10.0315 ],[0.0308 -0.0309 ],0.0436,[-0.0067 0.0245 ],0.0254,0.0077,127,0.0001
309,-187.3936,[9.9531 -10.0318 ],[0.0063 -0.0239 ],0.0247,[-0.0063 0.0239 ],0.0247,0.0077,127,0.0001
310,-187.3936,[9.9532 -10.0320 ],[0.0295 -0.0293 ],0.0416,[-0.0234 0.0064 ],0.0242,0.0077,127,0.0001
311,-187.3936,[9.9534 -10.0322 ],[0.0228 -0.0060 ],0.0236,[-0.0228 0.0060 ],0.0236,0.0077,127,0.0001
312,-187.3936,[9.9536 -10.0322 ],[0.0280 -0.0281 ],0.0397,[-0.0061 0.0223 ],0.0231,0.0077,127,0.0001
313,-187.3936,[9.9538 -10.0325 ],[0.0058 -0.0218 ],0.0225,[-0.0058 0.0218 ],0.0225,0.0077,127,0.0001
314,-187.3936,[9.9538 -10.0326 ],[0.0268 -0.0267 ],0.0379,[-0.0213 0.0058 ],0.0221,0.0077,127,0.0001
315,-187.3936,[9.9540 -10.0328 ],[0.0208 -0.0055 ],0.0215,[-0.0208 0.0055 ],0.0215,0.0077,127,0.0001
316,-187.3936,[9.9542 -10.0329 ],[0.0255 -0.0256 ],0.0361,[-0.0055 0.0203 ],0.0211,0.0077,127,0.0001
317,-187.3936,[9.9544 -10.0331 ],[0.0052 -0.0198 ],0.0205,[-0.0052 0.0198 ],0.0205,0.0077,127,0.0001
318,-187.3936,[9.9544 -10.0332 ],[0.0244 -0.0244 ],0.0345,[-0.0194 0.0053 ],0.0201,0.0077,127,0.0001
319,-187.3936,[9.9546 -10.0334 ],[0.0189 -0.0050 ],0.0196,[-0.0189 0.0050 ],0.0196,0.0077,127,0.0001
320,-187.3936,[9.9548 -10.0335 ],[0.0232 -0.0233 ],0.0329,[-0.0051 0.0185 ],0.0192,0.0077,127,0.0001
321,-187.3936,[9.9549 -10.0336 ],[0.0048 -0.0181 ],0.0187,[-0.0048 0.0181 ],0.0187,0.0077,127,0.0001
322,-187.3936,[9.9550 -10.0338 ],[0.0223 -0.0222 ],0.0314,[-0.0177 0.0048 ],0.0183,0.0077,127,0.0001
323,-187.3936,[9.9552 -10.0339 ],[0.0173 -0.0046 ],0.0178,[-0.0173 0.0046 ],0.0178,0.0077,127,0.0001
324,-187.3936,[9.9553 -10.0340 ],[0.0212 -0.0212 ],0.0300,[-0.0046 0.0169 ],0.0175,0.0077,127,0.0001
325,-187.3936,[9.9554 -10.0341 ],[0.0043 -0.0165 ],0.0170,[-0.0043 0.0165 ],0.0170,0.0077,127,0.0001
326,-187.3936,[9.9555 -10.0343 ],[0.0203 -0.0202 ],0.0286,[-0.0161 0.0044 ],0.0167,0.0077,127,0.0001
327,-187.3937,[9.9556 -10.0344 ],[0.0157 -0.0041 ],0.0163,[-0.0157 0.0041 ],0.0163,0.0077,127,0.0001
328,-187.3937,[9.9558 -10.0345 ],[0.0193 -0.0194 ],0.0273,[-0.0042 0.0154 ],0.0159,0.0077,127,0.0001
329,-187.3937,[9.9559 -10.0346 ],[0.0040 -0.0150 ],0.0155,[-0.0040 0.0150 ],0.0155,0.0077,127,0.0001
330,-187.3937,[9.9559 -10.0347 ],[0.0185 -0.0184 ],0.0261,[-0.0147 0.0040 ],0.0152,0.0077,127,0.0001
331,-187.3937,[9.9561 -10.0349 ],[0.0143 -0.0038 ],0.0148,[-0.0143 0.0038 ],0.0148,0.0077,127,0.0001
332,-187.3937,[9.9562 -10.0349 ],[0.0176 -0.0176 ],0.0249,[-0.0038 0.0140 ],0.0145,0.0077,127,0.0001
333,-187.3937,[9.9563 -10.0350 ],[0.0036 -0.0137 ],0.0141,[-0.0036 0.0137 ],0.0141,0.0077,127,0.0001
334,-187.3937,[9.9564 -10.0351 ],[0.0168 -0.0168 ],0.0238,[-0.0134 0.0036 ],0.0139,0.0077,127,0.0001
335,-187.3937,[9.9565 -10.0353 ],[0.0130 -0.0034 ],0.0135,[-0.0130 0.0034 ],0.0135,0.0077,127,0.0001
336,-187.3937,[9.9566 -10.0353 ],[0.0160 -0.0161 ],0.0227,[-0.0035 0.0128 ],0.0132,0.0077,127,0.0001
337,-187.3937,[9.9567 -10.0354 ],[0.0033 -0.0124 ],0.0129,[-0.0033 0.0124 ],0.0129,0.0077,127,0.0001
338,-187.3937,[9.9567 -10.0355 ],[0.0153 -0.0153 ],0.0216,[-0.0122 0.0033 ],0.0126,0.0077,127,0.0001
339,-187.3937,[9.9569 -10.0356 ],[0.0119 -0.0031 ],0.0123,[-0.0119 0.0031 ],0.0123,0.0077,127,0.0001
340,-187.3937,[9.9570 -10.0357 ],[0.0146 -0.0146 ],0.0206,[-0.0032 0.0116 ],0.0120,0.0077,127,0.0001
341,-187.3937,[9.9571 -10.0358 ],[0.0030 -0.0113 ],0.0117,[-0.0030 0.0113 ],0.0117,0.0077,127,0.0001
342,-187.3937,[9.9571 -10.0359 ],[0.0140 -0.0139 ],0.0197,[-0.0111 0.0030 ],0.0115,0.0077,127,0.0001
343,-187.3937,[9.9572 -10.0360 ],[0.0108 -0.0029 ],0.0112,[-0.0108 0.0029 ],0.0112,0.0077,127,0.0001
344,-187.3937,[9.9573 -10.0360 ],[0.0133 -0.0133 ],0.0188,[-0.0029 0.0106 ],0.0110,0.0077,127,0.0001
345,-187.3937,[9.9574 -10.0361 ],[0.0027 -0.0103 ],0.0107,[-0.0027 0.0103 ],0.0107,0.0077,127,0.0001
346,-187.3937,[9.9574 -10.0362 ],[0.0127 -0.0127 ],0.0180,[-0.0101 0.0028 ],0.0105,0.0077,127,0.0001
347,-187.3937,[9.9575 -10.0363 ],[0.0099 -0.0026 ],0.0102,[-0.0099 0.0026 ],0.0102,0.0077,127,0.0001
348,-187.3937,[9.9576 -10.0363 ],[0.0121 -0.0121 ],0.0171,[-0.0026 0.0096 ],0.0100,0.0077,127,0.0001
349,-187.3937,[9.9577 -10.0364 ],[0.0025 -0.0094 ],0.0097,[-0.0025 0.0094 ],0.0097,0.0077,127,0.0001
350,-187.3937,[9.9577 -10.0365 ],[0.0116 -0.0115 ],0.0164,[-0.0092 0.0025 ],0.0095,0.0077,127,0.0001
351,-187.3937,[9.9578 -10.0365 ],[0.0090 -0.0024 ],0.0093,[-0.0090 0.0024 ],0.0093,0.0077,127,0.0001
352,-187.3937,[9.9578 -10.0366 ],[0.0110 -0.0111 ],0.0156,[-0.0024 0.0088 ],0.0091,0.0077,127,0.0001
353,-187.3937,[9.9579 -10.0366 ],[0.0023 -0.0086 ],0.0089,[-0.0023 0.0086 ],0.0089,0.0077,127,0.0001
354,-187.3937,[9.9580 -10.0367 ],[0.0106 -0.0105 ],0.0149,[-0.0084 0.0023 ],0.0087,0.0077,127,0.0001
355,-187.3937,[9.9580 -10.0368 ],[0.0082 -0.0022 ],0.0085,[-0.0082 0.0022 ],0.0085,0.0077,127,0.0001
356,-187.3937,[9.9581 -10.0368 ],[0.0100 -0.0101 ],0.0142,[-0.0022 0.0080 ],0.0083,0.0077,127,0.0001
357,-187.3937,[9.9582 -10.0369 ],[0.0021 -0.0078 ],0.0081,[-0.0021 0.0078 ],0.0081,0.0077,127,0.0001
358,-187.3937,[9.9582 -10.0370 ],[0.0096 -0.0096 ],0.0136,[-0.0076 0.0021 ],0.0079,0.0077,127,0.0001
359,-187.3937,[9.9583 -10.0370 ],[0.0075 -0.0020 ],0.0077,[-0.0075 0.0020 ],0.0077,0.0077,127,0.0001
360,-187.3937,[9.9583 -10.0370 ],[0.0091 -0.0092 ],0.0129,[-0.0020 0.0073 ],0.0076,0.0077,127,0.0001
361,-187.3937,[9.9584 -10.0371 ],[0.0019 -0.0071 ],0.0074,[-0.0019 0.0071 ],0.0074,0.0077,127,0.0001
362,-187.3937,[9.9584 -10.0372 ],[0.0088 -0.0087 ],0.0124,[-0.0070 0.0019 ],0.0072,0.0077,127,0.0001
363,-187.3937,[9.9585 -10.0372 ],[0.0068 -0.0018 ],0.0070,[-0.0068 0.0018 ],0.0070,0.0077,127,0.0001
364,-187.3937,[9.9585 -10.0372 ],[0.0083 -0.0084 ],0.0118,[-0.0018 0.0066 ],0.0069,0.0077,127,0.0001
365,-187.3937,[9.9586 -10.0373 ],[0.0017 -0.0065 ],0.0067,[-0.0017 0.0065 ],0.0067,0.0077,127,0.0001
366,-187.3937,[9.9586 -10.0374 ],[0.0080 -0.0079 ],0.0113,[-0.0063 0.0017 ],0.0066,0.0077,127,0.0001
367,-187.3937,[9.9587 -10.0374 ],[0.0062 -0.0016 ],0.0064,[-0.0062 0.0016 ],0.0064,0.0077,127,0.0001
368,-187.3937,[9.9587 -10.0374 ],[0.0076 -0.0076 ],0.0107,[-0.0016 0.0060 ],0.0063,0.0077,127,0.0001
369,-187.3937,[9.9588 -10.0375 ],[0.0016 -0.0059 ],0.0061,[-0.0016 0.0059 ],0.0061,0.0077,127,0.0001
370,-187.3937,[9.9588 -10.0375 ],[0.0073 -0.0072 ],0.0103,[-0.0058 0.0016 ],0.0060,0.0077,127,0.0001
371,-187.3937,[9.9588 -10.0376 ],[0.0056 -0.0015 ],0.0058,[-0.0056 0.0015 ],0.0058,0.0077,127,0.0001
372,-187.3937,[9.9589 -10.0376 ],[0.0069 -0.0069 ],0.0098,[-0.0015 0.0055 ],0.0057,0.0077,127,0.0001
373,-187.3937,[9.9589 -10.0377 ],[0.0014 -0.0054 ],0.0056,[-0.0014 0.0054 ],0.0056,0.0077,127,0.0001
374,-187.3937,[9.9590 -10.0377 ],[0.0066 -0.0066 ],0.0093,[-0.0053 0.0014 ],0.0054,0.0077,127,0.0001
375,-187.3937,[9.9590 -10.0378 ],[0.0051 -0.0014 ],0.0053,[-0.0051 0.0014 ],0.0053,0.0077,127,0.0001
376,-187.3937,[9.9590 -10.0378 ],[0.0063 -0.0063 ],0.0089,[-0.0014 0.0050 ],0.0052,0.0077,127,0.0001
377,-187.3937,[9.9591 -10.0378 ],[0.0013 -0.0049 ],0.0051,[-0.0013 0.0049 ],0.0051,0.0077,127,0.0001
378,-187.3937,[9.9591 -10.0379 ],[0.0060 -0.0060 ],0.0085,[-0.0048 0.0013 ],0.0050,0.0077,127,0.0001
379,-187.3937,[9.9591 -10.0379 ],[0.0047 -0.0012 ],0.0048,[-0.0047 0.0012 ],0.0048,0.0077,127,0.0001
380,-187.3937,[9.9592 -10.0379 ],[0.0057 -0.0058 ],0.0081,[-0.0012 0.0046 ],0.0047,0.0077,127,0.0001
381,-187.3937,[9.9592 -10.0380 ],[0.0012 -0.0045 ],0.0046,[-0.0012 0.0045 ],0.0046,0.0077,127,0.0001
382,-187.3937,[9.9592 -10.0380 ],[0.0055 -0.0055 ],0.0078,[-0.0044 0.0012 ],0.0045,0.0077,127,0.0001
383,-187.3937,[9.9593 -10.0380 ],[0.0043 -0.0011 ],0.0044,[-0.0043 0.0011 ],0.0044,0.0077,127,0.0001
384,-187.3937,[9.9593 -10.0380 ],[0.0052 -0.0052 ],0.0074,[-0.0011 0.0042 ],0.0043,0.0077,127,0.0001
