n,f(x),x,p,||p||,gradient,||gradient||,alpha,k,eps
372,-87.1943,[4.9551 -4.9944 ],[0.2110 -0.1592 ],0.2643,[-0.0885 0.1137 ],0.1441,0.0025,128.0000,0.0100
373,-87.1944,[4.9556 -4.9948 ],[0.0538 -0.1447 ],0.1544,[-0.0538 0.1447 ],0.1544,0.0025,128.0000,0.0100
374,-87.1944,[4.9557 -4.9951 ],[0.1548 -0.2050 ],0.2569,[-0.1105 0.0860 ],0.1400,0.0025,128.0000,0.0100
375,-87.1945,[4.9561 -4.9957 ],[0.1407 -0.0523 ],0.1501,[-0.1407 0.0523 ],0.1501,0.0025,128.0000,0.0100
376,-87.1946,[4.9565 -4.9958 ],[0.1993 -0.1504 ],0.2497,[-0.0836 0.1074 ],0.1361,0.0025,128.0000,0.0100
377,-87.1946,[4.9570 -4.9962 ],[0.0508 -0.1367 ],0.1458,[-0.0508 0.1367 ],0.1458,0.0025,128.0000,0.0100
378,-87.1947,[4.9571 -4.9965 ],[0.1462 -0.1937 ],0.2426,[-0.1044 0.0812 ],0.1323,0.0025,128.0000,0.0100
379,-87.1948,[4.9575 -4.9970 ],[0.1329 -0.0494 ],0.1417,[-0.1329 0.0494 ],0.1417,0.0025,128.0000,0.0100
380,-87.1948,[4.9578 -4.9971 ],[0.1882 -0.1421 ],0.2358,[-0.0789 0.1015 ],0.1286,0.0025,128.0000,0.0100
381,-87.1949,[4.9583 -4.9975 ],[0.0480 -0.1291 ],0.1377,[-0.0480 0.1291 ],0.1377,0.0025,128.0000,0.0100
382,-87.1949,[4.9584 -4.9978 ],[0.1381 -0.1829 ],0.2292,[-0.0986 0.0767 ],0.1249,0.0025,128.0000,0.0100
383,-87.1950,[4.9587 -4.9982 ],[0.1255 -0.0466 ],0.1339,[-0.1255 0.0466 ],0.1339,0.0025,128.0000,0.0100
384,-87.1950,[4.9590 -4.9984 ],[0.1778 -0.1342 ],0.2227,[-0.0745 0.0958 ],0.1214,0.0025,128.0000,0.0100
385,-87.1951,[4.9595 -4.9987 ],[0.0453 -0.1220 ],0.1301,[-0.0453 0.1220 ],0.1301,0.0025,128.0000,0.0100
386,-87.1951,[4.9596 -4.9990 ],[0.1304 -0.1728 ],0.2165,[-0.0931 0.0725 ],0.1180,0.0025,128.0000,0.0100
387,-87.1952,[4.9599 -4.9994 ],[0.1185 -0.0440 ],0.1264,[-0.1185 0.0440 ],0.1264,0.0025,128.0000,0.0100
388,-87.1952,[4.9602 -4.9995 ],[0.1679 -0.1268 ],0.2104,[-0.0704 0.0905 ],0.1147,0.0025,128.0000,0.0100
389,-87.1953,[4.9606 -4.9999 ],[0.0428 -0.1152 ],0.1229,[-0.0428 0.1152 ],0.1229,0.0025,128.0000,0.0100
390,-87.1953,[4.9607 -5.0002 ],[0.1232 -0.1632 ],0.2045,[-0.0880 0.0684 ],0.1115,0.0025,128.0000,0.0100
391,-87.1954,[4.9611 -5.0006 ],[0.1120 -0.0416 ],0.1194,[-0.1120 0.0416 ],0.1194,0.0025,128.0000,0.0100
392,-87.1954,[4.9613 -5.0007 ],[0.1586 -0.1197 ],0.1987,[-0.0665 0.0855 ],0.1083,0.0025,128.0000,0.0100
393,-87.1955,[4.9617 -5.0010 ],[0.0404 -0.1088 ],0.1161,[-0.0404 0.1088 ],0.1161,0.0025,128.0000,0.0100
394,-87.1955,[4.9618 -5.0012 ],[0.1164 -0.1541 ],0.1931,[-0.0831 0.0646 ],0.1053,0.0025,128.0000,0.0100
395,-87.1955,[4.9621 -5.0016 ],[0.1057 -0.0393 ],0.1128,[-0.1057 0.0393 ],0.1128,0.0025,128.0000,0.0100
396,-87.1956,[4.9624 -5.0017 ],[0.1498 -0.1131 ],0.1877,[-0.0628 0.0808 ],0.1023,0.0025,128.0000,0.0100
397,-87.1956,[4.9628 -5.0020 ],[0.0382 -0.1028 ],0.1096,[-0.0382 0.1028 ],0.1096,0.0025,128.0000,0.0100
398,-87.1956,[4.9629 -5.0023 ],[0.1099 -0.1456 ],0.1824,[-0.0785 0.0611 ],0.0994,0.0025,128.0000,0.0100
399,-87.1957,[4.9631 -5.0026 ],[0.0999 -0.0371 ],0.1066,[-0.0999 0.0371 ],0.1066,0.0025,128.0000,0.0100
400,-87.1957,[4.9634 -5.0027 ],[0.1415 -0.1068 ],0.1773,[-0.0593 0.0763 ],0.0966,0.0025,128.0000,0.0100
401,-87.1957,[4.9637 -5.0030 ],[0.0361 -0.0971 ],0.1036,[-0.0361 0.0971 ],0.1036,0.0025,128.0000,0.0100
402,-87.1958,[4.9638 -5.0032 ],[0.1038 -0.1375 ],0.1723,[-0.0741 0.0577 ],0.0939,0.0025,128.0000,0.0100
403,-87.1958,[4.9641 -5.0036 ],[0.0943 -0.0350 ],0.1006,[-0.0943 0.0350 ],0.1006,0.0025,128.0000,0.0100
404,-87.1958,[4.9643 -5.0037 ],[0.1337 -0.1009 ],0.1675,[-0.0560 0.0721 ],0.0913,0.0025,128.0000,0.0100
405,-87.1959,[4.9647 -5.0039 ],[0.0341 -0.0917 ],0.0978,[-0.0341 0.0917 ],0.0978,0.0025,128.0000,0.0100
406,-87.1959,[4.9647 -5.0041 ],[0.0980 -0.1299 ],0.1627,[-0.0700 0.0545 ],0.0887,0.0025,128.0000,0.0100
407,-87.1959,[4.9650 -5.0045 ],[0.0891 -0.0331 ],0.0951,[-0.0891 0.0331 ],0.0951,0.0025,128.0000,0.0100
408,-87.1959,[4.9652 -5.0045 ],[0.1262 -0.0953 ],0.1582,[-0.0529 0.0681 ],0.0862,0.0025,128.0000,0.0100
409,-87.1960,[4.9655 -5.0048 ],[0.0322 -0.0866 ],0.0924,[-0.0322 0.0866 ],0.0924,0.0025,128.0000,0.0100
410,-87.1960,[4.9656 -5.0050 ],[0.0926 -0.1227 ],0.1537,[-0.0661 0.0514 ],0.0838,0.0025,128.0000,0.0100
411,-87.1960,[4.9658 -5.0053 ],[0.0842 -0.0313 ],0.0898,[-0.0842 0.0313 ],0.0898,0.0025,128.0000,0.0100
412,-87.1960,[4.9660 -5.0054 ],[0.1192 -0.0900 ],0.1494,[-0.0500 0.0643 ],0.0814,0.0025,128.0000,0.0100
413,-87.1961,[4.9663 -5.0056 ],[0.0304 -0.0818 ],0.0873,[-0.0304 0.0818 ],0.0873,0.0025,128.0000,0.0100
414,-87.1961,[4.9664 -5.0058 ],[0.0875 -0.1159 ],0.1452,[-0.0625 0.0486 ],0.0791,0.0025,128.0000,0.0100
415,-87.1961,[4.9666 -5.0061 ],[0.0795 -0.0295 ],0.0848,[-0.0795 0.0295 ],0.0848,0.0025,128.0000,0.0100
416,-87.1961,[4.9668 -5.0062 ],[0.1126 -0.0850 ],0.1411,[-0.0472 0.0607 ],0.0769,0.0025,128.0000,0.0100
417,-87.1961,[4.9671 -5.0064 ],[0.0287 -0.0773 ],0.0824,[-0.0287 0.0773 ],0.0824,0.0025,128.0000,0.0100
418,-87.1962,[4.9672 -5.0066 ],[0.0826 -0.1095 ],0.1371,[-0.0590 0.0459 ],0.0748,0.0025,128.0000,0.0100
419,-87.1962,[4.9674 -5.0069 ],[0.0751 -0.0279 ],0.0801,[-0.0751 0.0279 ],0.0801,0.0025,128.0000,0.0100
420,-87.1962,[4.9676 -5.0069 ],[0.1064 -0.0803 ],0.1333,[-0.0446 0.0573 ],0.0727,0.0025,128.0000,0.0100
421,-87.1962,[4.9678 -5.0071 ],[0.0271 -0.0730 ],0.0779,[-0.0271 0.0730 ],0.0779,0.0025,128.0000,0.0100
422,-87.1962,[4.9679 -5.0073 ],[0.0780 -0.1034 ],0.1295,[-0.0557 0.0434 ],0.0706,0.0025,128.0000,0.0100
423,-87.1963,[4.9681 -5.0076 ],[0.0709 -0.0263 ],0.0757,[-0.0709 0.0263 ],0.0757,0.0025,128.0000,0.0100
424,-87.1963,[4.9683 -5.0076 ],[0.1005 -0.0758 ],0.1259,[-0.0421 0.0542 ],0.0686,0.0025,128.0000,0.0100
425,-87.1963,[4.9685 -5.0078 ],[0.0256 -0.0689 ],0.0735,[-0.0256 0.0689 ],0.0735,0.0025,128.0000,0.0100
426,-87.1963,[4.9686 -5.0080 ],[0.0737 -0.0977 ],0.1224,[-0.0526 0.0409 ],0.0667,0.0025,128.0000,0.0100
427,-87.1963,[4.9688 -5.0082 ],[0.0670 -0.0249 ],0.0715,[-0.0670 0.0249 ],0.0715,0.0025,128.0000,0.0100
428,-87.1963,[4.9690 -5.0083 ],[0.0949 -0.0716 ],0.1189,[-0.0398 0.0512 ],0.0648,0.0025,128.0000,0.0100
429,-87.1964,[4.9692 -5.0085 ],[0.0242 -0.0651 ],0.0695,[-0.0242 0.0651 ],0.0695,0.0025,128.0000,0.0100
430,-87.1964,[4.9693 -5.0086 ],[0.0696 -0.0922 ],0.1156,[-0.0497 0.0387 ],0.0630,0.0025,128.0000,0.0100
431,-87.1964,[4.9694 -5.0089 ],[0.0633 -0.0235 ],0.0675,[-0.0633 0.0235 ],0.0675,0.0025,128.0000,0.0100
432,-87.1964,[4.9696 -5.0089 ],[0.0896 -0.0677 ],0.1123,[-0.0376 0.0483 ],0.0612,0.0025,128.0000,0.0100
433,-87.1964,[4.9698 -5.0091 ],[0.0228 -0.0615 ],0.0656,[-0.0228 0.0615 ],0.0656,0.0025,128.0000,0.0100
434,-87.1964,[4.9699 -5.0093 ],[0.0658 -0.0871 ],0.1092,[-0.0470 0.0365 ],0.0595,0.0025,128.0000,0.0100
435,-87.1964,[4.9700 -5.0095 ],[0.0598 -0.0222 ],0.0638,[-0.0598 0.0222 ],0.0638,0.0025,128.0000,0.0100
436,-87.1964,[4.9702 -5.0095 ],[0.0847 -0.0639 ],0.1061,[-0.0355 0.0456 ],0.0578,0.0025,128.0000,0.0100
437,-87.1965,[4.9704 -5.0097 ],[0.0216 -0.0581 ],0.0620,[-0.0216 0.0581 ],0.0620,0.0025,128.0000,0.0100
438,-87.1965,[4.9704 -5.0098 ],[0.0621 -0.0823 ],0.1031,[-0.0444 0.0345 ],0.0562,0.0025,128.0000,0.0100
439,-87.1965,[4.9706 -5.0100 ],[0.0565 -0.0210 ],0.0602,[-0.0565 0.0210 ],0.0602,0.0025,128.0000,0.0100
440,-87.1965,[4.9707 -5.0101 ],[0.0800 -0.0604 ],0.1002,[-0.0335 0.0431 ],0.0546,0.0025,128.0000,0.0100
441,-87.1965,[4.9709 -5.0102 ],[0.0204 -0.0549 ],0.0585,[-0.0204 0.0549 ],0.0585,0.0025,128.0000,0.0100
442,-87.1965,[4.9710 -5.0104 ],[0.0587 -0.0777 ],0.0974,[-0.0419 0.0326 ],0.0531,0.0025,128.0000,0.0100
443,-87.1965,[4.9711 -5.0106 ],[0.0533 -0.0198 ],0.0569,[-0.0533 0.0198 ],0.0569,0.0025,128.0000,0.0100
444,-87.1965,[4.9713 -5.0106 ],[0.0755 -0.0570 ],0.0946,[-0.0317 0.0407 ],0.0516,0.0025,128.0000,0.0100
445,-87.1965,[4.9715 -5.0108 ],[0.0193 -0.0518 ],0.0553,[-0.0193 0.0518 ],0.0553,0.0025,128.0000,0.0100
446,-87.1965,[4.9715 -5.0109 ],[0.0554 -0.0734 ],0.0920,[-0.0396 0.0308 ],0.0501,0.0025,128.0000,0.0100
447,-87.1966,[4.9716 -5.0111 ],[0.0504 -0.0187 ],0.0537,[-0.0504 0.0187 ],0.0537,0.0025,128.0000,0.0100
448,-87.1966,[4.9718 -5.0111 ],[0.0714 -0.0539 ],0.0894,[-0.0299 0.0385 ],0.0487,0.0025,128.0000,0.0100
449,-87.1966,[4.9720 -5.0113 ],[0.0182 -0.0489 ],0.0522,[-0.0182 0.0489 ],0.0522,0.0025,128.0000,0.0100
450,-87.1966,[4.9720 -5.0114 ],[0.0523 -0.0693 ],0.0869,[-0.0374 0.0291 ],0.0474,0.0025,128.0000,0.0100
451,-87.1966,[4.9721 -5.0116 ],[0.0476 -0.0177 ],0.0507,[-0.0476 0.0177 ],0.0507,0.0025,128.0000,0.0100
452,-87.1966,[4.9722 -5.0116 ],[0.0674 -0.0509 ],0.0844,[-0.0283 0.0363 ],0.0460,0.0025,128.0000,0.0100
453,-87.1966,[4.9724 -5.0117 ],[0.0172 -0.0462 ],0.0493,[-0.0172 0.0462 ],0.0493,0.0025,128.0000,0.0100
454,-87.1966,[4.9725 -5.0118 ],[0.0494 -0.0655 ],0.0821,[-0.0353 0.0275 ],0.0447,0.0025,128.0000,0.0100
455,-87.1966,[4.9726 -5.0120 ],[0.0449 -0.0167 ],0.0479,[-0.0449 0.0167 ],0.0479,0.0025,128.0000,0.0100
456,-87.1966,[4.9727 -5.0121 ],[0.0637 -0.0480 ],0.0798,[-0.0267 0.0343 ],0.0435,0.0025,128.0000,0.0100
457,-87.1966,[4.9729 -5.0122 ],[0.0162 -0.0437 ],0.0466,[-0.0162 0.0437 ],0.0466,0.0025,128.0000,0.0100
458,-87.1966,[4.9729 -5.0123 ],[0.0467 -0.0619 ],0.0775,[-0.0334 0.0259 ],0.0423,0.0025,128.0000,0.0100
459,-87.1966,[4.9730 -5.0124 ],[0.0424 -0.0158 ],0.0453,[-0.0424 0.0158 ],0.0453,0.0025,128.0000,0.0100
460,-87.1966,[4.9731 -5.0125 ],[0.0601 -0.0454 ],0.0753,[-0.0252 0.0324 ],0.0411,0.0025,128.0000,0.0100
461,-87.1967,[4.9733 -5.0126 ],[0.0153 -0.0412 ],0.0440,[-0.0153 0.0412 ],0.0440,0.0025,128.0000,0.0100
462,-87.1967,[4.9733 -5.0127 ],[0.0441 -0.0584 ],0.0732,[-0.0315 0.0245 ],0.0399,0.0025,128.0000,0.0100
463,-87.1967,[4.9734 -5.0128 ],[0.0401 -0.0149 ],0.0428,[-0.0401 0.0149 ],0.0428,0.0025,128.0000,0.0100
464,-87.1967,[4.9735 -5.0129 ],[0.0568 -0.0429 ],0.0712,[-0.0238 0.0306 ],0.0388,0.0025,128.0000,0.0100
465,-87.1967,[4.9737 -5.0130 ],[0.0145 -0.0390 ],0.0416,[-0.0145 0.0390 ],0.0416,0.0025,128.0000,0.0100
466,-87.1967,[4.9737 -5.0131 ],[0.0417 -0.0552 ],0.0692,[-0.0298 0.0231 ],0.0377,0.0025,128.0000,0.0100
467,-87.1967,[4.9738 -5.0132 ],[0.0379 -0.0141 ],0.0404,[-0.0379 0.0141 ],0.0404,0.0025,128.0000,0.0100
468,-87.1967,[4.9739 -5.0133 ],[0.0536 -0.0405 ],0.0672,[-0.0225 0.0289 ],0.0366,0.0025,128.0000,0.0100
469,-87.1967,[4.9740 -5.0134 ],[0.0137 -0.0368 ],0.0393,[-0.0137 0.0368 ],0.0393,0.0025,128.0000,0.0100
470,-87.1967,[4.9741 -5.0134 ],[0.0394 -0.0521 ],0.0653,[-0.0281 0.0219 ],0.0356,0.0025,128.0000,0.0100
471,-87.1967,[4.9742 -5.0136 ],[0.0358 -0.0133 ],0.0382,[-0.0358 0.0133 ],0.0382,0.0025,128.0000,0.0100
472,-87.1967,[4.9743 -5.0136 ],[0.0507 -0.0382 ],0.0635,[-0.0212 0.0273 ],0.0346,0.0025,128.0000,0.0100
473,-87.1967,[4.9744 -5.0137 ],[0.0129 -0.0348 ],0.0371,[-0.0129 0.0348 ],0.0371,0.0025,128.0000,0.0100
474,-87.1967,[4.9744 -5.0138 ],[0.0372 -0.0492 ],0.0617,[-0.0265 0.0206 ],0.0336,0.0025,128.0000,0.0100
475,-87.1967,[4.9745 -5.0139 ],[0.0338 -0.0125 ],0.0360,[-0.0338 0.0125 ],0.0360,0.0025,128.0000,0.0100
476,-87.1967,[4.9746 -5.0139 ],[0.0479 -0.0361 ],0.0600,[-0.0201 0.0258 ],0.0327,0.0025,128.0000,0.0100
477,-87.1967,[4.9747 -5.0140 ],[0.0122 -0.0328 ],0.0350,[-0.0122 0.0328 ],0.0350,0.0025,128.0000,0.0100
478,-87.1967,[4.9747 -5.0141 ],[0.0351 -0.0465 ],0.0583,[-0.0251 0.0195 ],0.0318,0.0025,128.0000,0.0100
479,-87.1967,[4.9748 -5.0142 ],[0.0319 -0.0119 ],0.0340,[-0.0319 0.0119 ],0.0340,0.0025,128.0000,0.0100
480,-87.1967,[4.9749 -5.0143 ],[0.0452 -0.0341 ],0.0566,[-0.0190 0.0244 ],0.0309,0.0025,128.0000,0.0100
481,-87.1967,[4.9750 -5.0143 ],[0.0115 -0.0310 ],0.0331,[-0.0115 0.0310 ],0.0331,0.0025,128.0000,0.0100
482,-87.1967,[4.9750 -5.0144 ],[0.0332 -0.0439 ],0.0550,[-0.0237 0.0184 ],0.0300,0.0025,128.0000,0.0100
483,-87.1967,[4.9751 -5.0145 ],[0.0301 -0.0112 ],0.0321,[-0.0301 0.0112 ],0.0321,0.0025,128.0000,0.0100
484,-87.1967,[4.9752 -5.0146 ],[0.0427 -0.0322 ],0.0535,[-0.0179 0.0230 ],0.0292,0.0025,128.0000,0.0100
485,-87.1967,[4.9753 -5.0146 ],[0.0109 -0.0293 ],0.0312,[-0.0109 0.0293 ],0.0312,0.0025,128.0000,0.0100
486,-87.1968,[4.9753 -5.0147 ],[0.0313 -0.0415 ],0.0520,[-0.0224 0.0174 ],0.0283,0.0025,128.0000,0.0100
487,-87.1968,[4.9754 -5.0148 ],[0.0285 -0.0106 ],0.0304,[-0.0285 0.0106 ],0.0304,0.0025,128.0000,0.0100
488,-87.1968,[4.9755 -5.0148 ],[0.0403 -0.0304 ],0.0505,[-0.0169 0.0217 ],0.0275,0.0025,128.0000,0.0100
489,-87.1968,[4.9756 -5.0149 ],[0.0103 -0.0277 ],0.0295,[-0.0103 0.0277 ],0.0295,0.0025,128.0000,0.0100
490,-87.1968,[4.9756 -5.0150 ],[0.0296 -0.0392 ],0.0491,[-0.0211 0.0164 ],0.0268,0.0025,128.0000,0.0100
491,-87.1968,[4.9757 -5.0151 ],[0.0269 -0.0100 ],0.0287,[-0.0269 0.0100 ],0.0287,0.0025,128.0000,0.0100
492,-87.1968,[4.9758 -5.0151 ],[0.0381 -0.0288 ],0.0477,[-0.0160 0.0205 ],0.0260,0.0025,128.0000,0.0100
493,-87.1968,[4.9759 -5.0152 ],[0.0097 -0.0261 ],0.0279,[-0.0097 0.0261 ],0.0279,0.0025,128.0000,0.0100
494,-87.1968,[4.9759 -5.0153 ],[0.0279 -0.0370 ],0.0464,[-0.0200 0.0155 ],0.0253,0.0025,128.0000,0.0100
495,-87.1968,[4.9759 -5.0153 ],[0.0254 -0.0094 ],0.0271,[-0.0254 0.0094 ],0.0271,0.0025,128.0000,0.0100
496,-87.1968,[4.9760 -5.0154 ],[0.0360 -0.0272 ],0.0451,[-0.0151 0.0194 ],0.0246,0.0025,128.0000,0.0100
497,-87.1968,[4.9761 -5.0154 ],[0.0092 -0.0247 ],0.0263,[-0.0092 0.0247 ],0.0263,0.0025,128.0000,0.0100
498,-87.1968,[4.9761 -5.0155 ],[0.0264 -0.0350 ],0.0438,[-0.0188 0.0147 ],0.0239,0.0025,128.0000,0.0100
499,-87.1968,[4.9762 -5.0156 ],[0.0240 -0.0089 ],0.0256,[-0.0240 0.0089 ],0.0256,0.0025,128.0000,0.0100
500,-87.1968,[4.9762 -5.0156 ],[0.0340 -0.0257 ],0.0426,[-0.0142 0.0183 ],0.0232,0.0025,128.0000,0.0100
501,-87.1968,[4.9763 -5.0157 ],[0.0087 -0.0233 ],0.0249,[-0.0087 0.0233 ],0.0249,0.0025,128.0000,0.0100
502,-87.1968,[4.9764 -5.0157 ],[0.0249 -0.0330 ],0.0414,[-0.0178 0.0138 ],0.0226,0.0025,128.0000,0.0100
503,-87.1968,[4.9764 -5.0158 ],[0.0227 -0.0084 ],0.0242,[-0.0227 0.0084 ],0.0242,0.0025,128.0000,0.0100
504,-87.1968,[4.9765 -5.0158 ],[0.0321 -0.0242 ],0.0402,[-0.0135 0.0173 ],0.0219,0.0025,128.0000,0.0100
505,-87.1968,[4.9766 -5.0159 ],[0.0082 -0.0220 ],0.0235,[-0.0082 0.0220 ],0.0235,0.0025,128.0000,0.0100
506,-87.1968,[4.9766 -5.0160 ],[0.0235 -0.0312 ],0.0391,[-0.0168 0.0131 ],0.0213,0.0025,128.0000,0.0100
507,-87.1968,[4.9766 -5.0160 ],[0.0214 -0.0080 ],0.0228,[-0.0214 0.0080 ],0.0228,0.0025,128.0000,0.0100
508,-87.1968,[4.9767 -5.0160 ],[0.0303 -0.0229 ],0.0380,[-0.0127 0.0163 ],0.0207,0.0025,128.0000,0.0100
509,-87.1968,[4.9768 -5.0161 ],[0.0077 -0.0208 ],0.0222,[-0.0077 0.0208 ],0.0222,0.0025,128.0000,0.0100
510,-87.1968,[4.9768 -5.0162 ],[0.0222 -0.0295 ],0.0369,[-0.0159 0.0124 ],0.0201,0.0025,128.0000,0.0100
511,-87.1968,[4.9768 -5.0162 ],[0.0202 -0.0075 ],0.0216,[-0.0202 0.0075 ],0.0216,0.0025,128.0000,0.0100
512,-87.1968,[4.9769 -5.0163 ],[0.0286 -0.0216 ],0.0359,[-0.0120 0.0154 ],0.0196,0.0025,128.0000,0.0100
513,-87.1968,[4.9770 -5.0163 ],[0.0073 -0.0196 ],0.0210,[-0.0073 0.0196 ],0.0210,0.0025,128.0000,0.0100
514,-87.1968,[4.9770 -5.0164 ],[0.0210 -0.0278 ],0.0349,[-0.0150 0.0117 ],0.0190,0.0025,128.0000,0.0100
515,-87.1968,[4.9770 -5.0164 ],[0.0191 -0.0071 ],0.0204,[-0.0191 0.0071 ],0.0204,0.0025,128.0000,0.0100
516,-87.1968,[4.9771 -5.0164 ],[0.0270 -0.0204 ],0.0339,[-0.0113 0.0146 ],0.0185,0.0025,128.0000,0.0100
517,-87.1968,[4.9771 -5.0165 ],[0.0069 -0.0186 ],0.0198,[-0.0069 0.0186 ],0.0198,0.0025,128.0000,0.0100
518,-87.1968,[4.9772 -5.0165 ],[0.0198 -0.0263 ],0.0329,[-0.0142 0.0110 ],0.0180,0.0025,128.0000,0.0100
519,-87.1968,[4.9772 -5.0166 ],[0.0180 -0.0067 ],0.0192,[-0.0180 0.0067 ],0.0192,0.0025,128.0000,0.0100
520,-87.1968,[4.9773 -5.0166 ],[0.0255 -0.0193 ],0.0320,[-0.0107 0.0138 ],0.0174,0.0025,128.0000,0.0100
521,-87.1968,[4.9773 -5.0167 ],[0.0065 -0.0175 ],0.0187,[-0.0065 0.0175 ],0.0187,0.0025,128.0000,0.0100
522,-87.1968,[4.9773 -5.0167 ],[0.0187 -0.0248 ],0.0311,[-0.0134 0.0104 ],0.0170,0.0025,128.0000,0.0100
523,-87.1968,[4.9774 -5.0168 ],[0.0170 -0.0063 ],0.0182,[-0.0170 0.0063 ],0.0182,0.0025,128.0000,0.0100
524,-87.1968,[4.9774 -5.0168 ],[0.0241 -0.0182 ],0.0302,[-0.0101 0.0130 ],0.0165,0.0025,128.0000,0.0100
525,-87.1968,[4.9775 -5.0168 ],[0.0061 -0.0166 ],0.0177,[-0.0061 0.0166 ],0.0177,0.0025,128.0000,0.0100
526,-87.1968,[4.9775 -5.0169 ],[0.0177 -0.0235 ],0.0294,[-0.0126 0.0098 ],0.0160,0.0025,128.0000,0.0100
527,-87.1968,[4.9775 -5.0169 ],[0.0161 -0.0060 ],0.0172,[-0.0161 0.0060 ],0.0172,0.0025,128.0000,0.0100
528,-87.1968,[4.9776 -5.0170 ],[0.0228 -0.0172 ],0.0286,[-0.0096 0.0123 ],0.0156,0.0025,128.0000,0.0100
529,-87.1968,[4.9776 -5.0170 ],[0.0058 -0.0156 ],0.0167,[-0.0058 0.0156 ],0.0167,0.0025,128.0000,0.0100
530,-87.1968,[4.9777 -5.0170 ],[0.0167 -0.0222 ],0.0278,[-0.0119 0.0093 ],0.0151,0.0025,128.0000,0.0100
531,-87.1968,[4.9777 -5.0171 ],[0.0152 -0.0056 ],0.0162,[-0.0152 0.0056 ],0.0162,0.0025,128.0000,0.0100
532,-87.1968,[4.9777 -5.0171 ],[0.0215 -0.0163 ],0.0270,[-0.0090 0.0116 ],0.0147,0.0025,128.0000,0.0100
533,-87.1968,[4.9778 -5.0171 ],[0.0055 -0.0148 ],0.0158,[-0.0055 0.0148 ],0.0158,0.0025,128.0000,0.0100
534,-87.1968,[4.9778 -5.0172 ],[0.0158 -0.0209 ],0.0262,[-0.0113 0.0088 ],0.0143,0.0025,128.0000,0.0100
535,-87.1968,[4.9778 -5.0172 ],[0.0144 -0.0053 ],0.0153,[-0.0144 0.0053 ],0.0153,0.0025,128.0000,0.0100
536,-87.1968,[4.9779 -5.0172 ],[0.0203 -0.0153 ],0.0255,[-0.0085 0.0110 ],0.0139,0.0025,128.0000,0.0100
537,-87.1968,[4.9779 -5.0173 ],[0.0052 -0.0139 ],0.0149,[-0.0052 0.0139 ],0.0149,0.0025,128.0000,0.0100
538,-87.1968,[4.9779 -5.0173 ],[0.0149 -0.0198 ],0.0248,[-0.0107 0.0083 ],0.0135,0.0025,128.0000,0.0100
539,-87.1968,[4.9780 -5.0174 ],[0.0136 -0.0050 ],0.0145,[-0.0136 0.0050 ],0.0145,0.0025,128.0000,0.0100
540,-87.1968,[4.9780 -5.0174 ],[0.0192 -0.0145 ],0.0241,[-0.0081 0.0104 ],0.0131,0.0025,128.0000,0.0100
541,-87.1968,[4.9781 -5.0174 ],[0.0049 -0.0132 ],0.0141,[-0.0049 0.0132 ],0.0141,0.0025,128.0000,0.0100
542,-87.1968,[4.9781 -5.0175 ],[0.0141 -0.0187 ],0.0234,[-0.0101 0.0078 ],0.0127,0.0025,128.0000,0.0100
543,-87.1968,[4.9781 -5.0175 ],[0.0128 -0.0048 ],0.0137,[-0.0128 0.0048 ],0.0137,0.0025,128.0000,0.0100
544,-87.1968,[4.9781 -5.0175 ],[0.0181 -0.0137 ],0.0227,[-0.0076 0.0098 ],0.0124,0.0025,128.0000,0.0100
545,-87.1968,[4.9782 -5.0175 ],[0.0046 -0.0124 ],0.0133,[-0.0046 0.0124 ],0.0133,0.0025,128.0000,0.0100
546,-87.1968,[4.9782 -5.0176 ],[0.0133 -0.0176 ],0.0221,[-0.0095 0.0074 ],0.0120,0.0025,128.0000,0.0100
547,-87.1968,[4.9782 -5.0176 ],[0.0121 -0.0045 ],0.0129,[-0.0121 0.0045 ],0.0129,0.0025,128.0000,0.0100
548,-87.1968,[4.9783 -5.0176 ],[0.0171 -0.0129 ],0.0215,[-0.0072 0.0092 ],0.0117,0.0025,128.0000,0.0100
549,-87.1968,[4.9783 -5.0177 ],[0.0044 -0.0118 ],0.0125,[-0.0044 0.0118 ],0.0125,0.0025,128.0000,0.0100
550,-87.1968,[4.9783 -5.0177 ],[0.0126 -0.0167 ],0.0209,[-0.0090 0.0070 ],0.0114,0.0025,128.0000,0.0100
551,-87.1968,[4.9783 -5.0177 ],[0.0114 -0.0042 ],0.0122,[-0.0114 0.0042 ],0.0122,0.0025,128.0000,0.0100
552,-87.1968,[4.9784 -5.0177 ],[0.0162 -0.0122 ],0.0203,[-0.0068 0.0087 ],0.0111,0.0025,128.0000,0.0100
553,-87.1968,[4.9784 -5.0178 ],[0.0041 -0.0111 ],0.0118,[-0.0041 0.0111 ],0.0118,0.0025,128.0000,0.0100
554,-87.1968,[4.9784 -5.0178 ],[0.0119 -0.0157 ],0.0197,[-0.0085 0.0066 ],0.0107,0.0025,128.0000,0.0100
555,-87.1968,[4.9785 -5.0178 ],[0.0108 -0.0040 ],0.0115,[-0.0108 0.0040 ],0.0115,0.0025,128.0000,0.0100
556,-87.1968,[4.9785 -5.0179 ],[0.0153 -0.0115 ],0.0192,[-0.0064 0.0082 ],0.0104,0.0025,128.0000,0.0100
557,-87.1968,[4.9785 -5.0179 ],[0.0039 -0.0105 ],0.0112,[-0.0039 0.0105 ],0.0112,0.0025,128.0000,0.0100
